Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
LIVERPOOL,HUDDERSFIELD,3-0,0-0,5.5,7.5,4.8,73,27,6.0,8.0,16.0,2.0,9.0,24.0,86.0,14.0,14.0,10.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,27.0,62.0,10.0,27.0,8.0,1.0,0.0,0.0
ARSENAL,SWANSEA,2-1,0-1,5.0,6.8,6.0,73,27,8.0,5.0,17.0,4.0,5.0,23.0,87.0,17.0,13.0,9.0,0.0,0.0,0.0,2.0,2.0,4.0,0.0,2.0,17.0,73.0,8.0,38.0,9.0,0.0,0.0,0.0
WEST BROM,MAN CITY,2-3,1-2,7.5,5.8,6.9,22,78,1.0,4.0,7.0,2.0,1.0,17.0,59.0,12.0,16.0,10.0,2.0,0.0,0.0,8.0,5.0,15.0,2.0,2.0,15.0,91.0,17.0,21.0,7.0,3.0,0.0,0.0
CRYSTAL PALACE,WEST HAM,2-2,0-2,8.1,7.1,5.7,56,44,8.0,9.0,20.0,3.0,11.0,19.0,77.0,19.0,17.0,18.0,1.0,0.0,0.0,3.0,2.0,6.0,1.0,2.0,25.0,72.0,19.0,36.0,15.0,2.0,0.0,0.0
BOURNEMOUTH,CHELSEA,0-1,0-0,3.6,5.7,7.2,42,58,3.0,1.0,7.0,3.0,5.0,25.0,82.0,12.0,19.0,5.0,2.0,0.0,0.0,7.0,5.0,18.0,6.0,5.0,17.0,87.0,15.0,13.0,5.0,0.0,0.0,0.0
BRIGHTON,SOUTHAMPTON,1-1,0-1,3.9,6.3,6.4,52,48,4.0,2.0,7.0,1.0,2.0,23.0,81.0,16.0,20.0,9.0,3.0,0.0,0.0,2.0,1.0,6.0,3.0,7.0,23.0,80.0,9.0,17.0,10.0,1.0,0.0,0.0
LEICESTER CITY,EVERTON,2-0,2-0,3.9,6.7,5.7,40,60,5.0,3.0,9.0,1.0,3.0,20.0,66.0,20.0,31.0,6.0,0.0,0.0,0.0,7.0,2.0,15.0,6.0,10.0,30.0,80.0,22.0,25.0,10.0,2.0,0.0,0.0
BURNLEY,NEWCASTLE,1-0,0-0,3.6,6.4,6.0,47,53,3.0,5.0,12.0,4.0,5.0,22.0,76.0,24.0,29.0,9.0,3.0,0.0,0.0,3.0,5.0,12.0,4.0,3.0,22.0,79.0,29.0,27.0,10.0,0.0,0.0,0.0
STOKE,LEICESTER CITY,2-2,1-1,7.3,6.9,6.0,47,53,3.0,7.0,11.0,1.0,4.0,28.0,75.0,27.0,18.0,12.0,0.0,0.0,0.0,5.0,4.0,14.0,5.0,10.0,24.0,79.0,26.0,24.0,8.0,0.0,0.0,0.0
SWANSEA,BRIGHTON,0-1,0-1,3.2,5.8,6.7,56,44,3.0,2.0,12.0,7.0,8.0,22.0,81.0,27.0,19.0,13.0,2.0,0.0,0.0,2.0,2.0,5.0,1.0,7.0,16.0,72.0,23.0,36.0,12.0,1.0,0.0,0.0
NEWCASTLE,BOURNEMOUTH,0-1,0-0,4.8,5.6,6.4,48,52,9.0,4.0,16.0,3.0,11.0,14.0,74.0,31.0,28.0,11.0,2.0,0.0,0.0,6.0,6.0,16.0,4.0,9.0,26.0,76.0,36.0,24.0,12.0,2.0,0.0,0.0
HUDDERSFIELD,WEST BROM,1-0,1-0,3.2,6.5,5.7,50,50,3.0,3.0,7.0,1.0,3.0,22.0,81.0,19.0,33.0,8.0,2.0,1.0,0.0,2.0,3.0,9.0,4.0,5.0,30.0,79.0,17.0,18.0,15.0,4.0,0.0,0.0
SOUTHAMPTON,BURNLEY,0-1,0-0,2.9,6.1,6.6,63,37,6.0,3.0,13.0,4.0,9.0,27.0,81.0,16.0,18.0,4.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,1.0,32.0,69.0,23.0,35.0,4.0,0.0,0.0,0.0
WEST HAM,LIVERPOOL,1-4,0-2,5.6,4.5,7.9,48,52,5.0,1.0,6.0,0.0,2.0,22.0,76.0,16.0,14.0,9.0,3.0,0.0,0.0,7.0,7.0,15.0,1.0,3.0,25.0,78.0,14.0,20.0,13.0,0.0,0.0,0.0
TOTTENHAM,CRYSTAL PALACE,1-0,0-0,3.2,6.7,6.3,68,32,6.0,2.0,12.0,4.0,10.0,27.0,84.0,16.0,30.0,6.0,0.0,0.0,0.0,5.0,3.0,11.0,3.0,9.0,22.0,69.0,14.0,41.0,7.0,2.0,0.0,0.0
MAN CITY,ARSENAL,3-1,1-0,5.9,7.4,4.9,58,42,2.0,5.0,9.0,2.0,5.0,16.0,87.0,5.0,22.0,15.0,1.0,0.0,0.0,3.0,3.0,6.0,0.0,5.0,27.0,82.0,5.0,13.0,15.0,6.0,0.0,0.0
CHELSEA,MAN UTD,1-0,0-0,4.0,7.2,5.3,54,46,6.0,8.0,18.0,4.0,4.0,27.0,79.0,17.0,16.0,16.0,1.0,0.0,0.0,3.0,2.0,10.0,5.0,7.0,29.0,76.0,19.0,22.0,20.0,3.0,0.0,0.0
EVERTON,WATFORD,3-2,0-0,7.5,6.5,4.8,38,62,2.0,5.0,9.0,2.0,2.0,21.0,67.0,25.0,37.0,14.0,0.0,0.0,0.0,6.0,3.0,11.0,2.0,5.0,36.0,75.0,34.0,23.0,12.0,2.0,0.0,0.0
ARSENAL,TOTTENHAM,2-0,2-0,4.6,6.9,5.6,42,58,4.0,5.0,14.0,5.0,7.0,21.0,70.0,16.0,37.0,11.0,4.0,0.0,0.0,8.0,4.0,14.0,2.0,4.0,28.0,79.0,20.0,22.0,16.0,1.0,0.0,0.0
WEST BROM,CHELSEA,0-4,0-3,5.1,4.8,8.2,39,61,5.0,2.0,7.0,0.0,3.0,18.0,81.0,19.0,16.0,13.0,2.0,0.0,0.0,2.0,7.0,11.0,2.0,4.0,15.0,87.0,13.0,20.0,12.0,3.0,0.0,0.0
LEICESTER CITY,MAN CITY,0-2,0-1,4.1,5.2,7.7,25,75,1.0,1.0,2.0,1.0,1.0,26.0,66.0,12.0,24.0,8.0,1.0,0.0,0.0,6.0,4.0,12.0,2.0,7.0,19.0,90.0,13.0,17.0,10.0,1.0,0.0,0.0
BURNLEY,SWANSEA,2-0,2-0,4.4,7.2,5.3,39,61,4.0,7.0,17.0,6.0,8.0,16.0,69.0,24.0,18.0,12.0,1.0,0.0,0.0,9.0,1.0,14.0,4.0,6.0,25.0,80.0,22.0,29.0,12.0,1.0,0.0,0.0
LIVERPOOL,SOUTHAMPTON,3-0,2-0,5.0,7.6,5.2,61,39,6.0,8.0,21.0,7.0,10.0,25.0,84.0,11.0,20.0,15.0,1.0,0.0,0.0,3.0,0.0,5.0,2.0,2.0,20.0,72.0,18.0,36.0,9.0,1.0,0.0,0.0
CRYSTAL PALACE,EVERTON,2-2,2-2,7.1,6.1,6.3,69,31,5.0,7.0,16.0,4.0,9.0,38.0,81.0,16.0,16.0,9.0,2.0,0.0,0.0,2.0,5.0,8.0,1.0,4.0,18.0,64.0,17.0,46.0,26.0,3.0,0.0,0.0
BOURNEMOUTH,HUDDERSFIELD,4-0,2-0,5.7,7.0,4.7,31,69,4.0,5.0,9.0,1.0,8.0,15.0,60.0,22.0,48.0,13.0,4.0,1.0,0.0,10.0,3.0,19.0,6.0,11.0,25.0,82.0,12.0,10.0,10.0,2.0,0.0,0.0
MAN UTD,NEWCASTLE,4-1,2-1,6.4,7.7,5.1,65,35,6.0,7.0,16.0,3.0,11.0,26.0,87.0,14.0,20.0,10.0,1.0,0.0,0.0,6.0,5.0,12.0,1.0,4.0,12.0,76.0,13.0,34.0,9.0,1.0,0.0,0.0
WATFORD,WEST HAM,2-0,1-0,4.7,6.8,5.7,58,42,8.0,7.0,17.0,2.0,3.0,12.0,84.0,22.0,24.0,13.0,1.0,0.0,0.0,4.0,6.0,10.0,0.0,1.0,24.0,77.0,23.0,26.0,10.0,4.0,0.0,0.0
BRIGHTON,STOKE,2-2,1-2,7.2,6.2,7.0,54,46,6.0,3.0,9.0,0.0,6.0,17.0,79.0,9.0,17.0,13.0,1.0,0.0,0.0,2.0,6.0,13.0,5.0,7.0,24.0,80.0,22.0,27.0,5.0,0.0,0.0,0.0
WEST HAM,LEICESTER CITY,1-1,1-1,3.8,6.5,6.6,49,51,3.0,4.0,8.0,1.0,5.0,27.0,79.0,28.0,14.0,9.0,1.0,0.0,0.0,5.0,2.0,7.0,0.0,5.0,21.0,77.0,23.0,35.0,12.0,1.0,0.0,0.0
MAN UTD,BRIGHTON,1-0,0-0,3.2,6.8,5.7,58,42,7.0,4.0,15.0,4.0,5.0,22.0,85.0,14.0,14.0,9.0,0.0,0.0,0.0,3.0,2.0,8.0,3.0,0.0,17.0,77.0,14.0,30.0,9.0,2.0,0.0,0.0
CRYSTAL PALACE,STOKE,2-1,0-0,5.7,7.1,6.2,54,46,2.0,5.0,10.0,3.0,5.0,38.0,77.0,14.0,19.0,9.0,1.0,0.0,0.0,6.0,3.0,10.0,1.0,2.0,38.0,77.0,15.0,29.0,5.0,1.0,0.0,0.0
SWANSEA,BOURNEMOUTH,0-0,0-0,2.8,5.8,6.9,48,52,6.0,1.0,10.0,3.0,4.0,23.0,78.0,18.0,25.0,18.0,4.0,0.0,0.0,2.0,5.0,9.0,2.0,5.0,21.0,83.0,17.0,31.0,6.0,2.0,0.0,0.0
NEWCASTLE,WATFORD,0-3,0-2,4.7,5.0,8.0,52,48,5.0,2.0,12.0,5.0,6.0,26.0,79.0,28.0,22.0,8.0,1.0,0.0,0.0,7.0,4.0,12.0,1.0,3.0,19.0,71.0,23.0,34.0,13.0,2.0,0.0,0.0
TOTTENHAM,WEST BROM,1-1,0-1,4.7,6.5,6.7,72,28,10.0,5.0,25.0,10.0,8.0,28.0,87.0,21.0,9.0,10.0,1.0,0.0,0.0,3.0,2.0,5.0,0.0,0.0,19.0,71.0,27.0,41.0,13.0,4.0,0.0,0.0
LIVERPOOL,CHELSEA,1-1,0-0,4.7,6.6,7.0,53,47,3.0,4.0,16.0,9.0,7.0,22.0,86.0,7.0,30.0,10.0,0.0,0.0,0.0,5.0,3.0,11.0,3.0,8.0,19.0,83.0,12.0,22.0,7.0,0.0,0.0,0.0
SOUTHAMPTON,EVERTON,4-1,1-1,5.9,7.6,5.1,67,33,7.0,5.0,17.0,5.0,7.0,29.0,85.0,26.0,20.0,6.0,0.0,0.0,0.0,3.0,2.0,5.0,0.0,2.0,19.0,71.0,24.0,30.0,13.0,0.0,0.0,0.0
BURNLEY,ARSENAL,0-1,0-0,3.9,5.8,6.7,36,64,3.0,2.0,8.0,3.0,5.0,9.0,77.0,19.0,33.0,8.0,2.0,0.0,0.0,9.0,2.0,18.0,7.0,5.0,20.0,83.0,24.0,25.0,14.0,0.0,0.0,0.0
HUDDERSFIELD,MAN CITY,1-2,1-0,5.6,5.0,6.8,20,80,3.0,0.0,4.0,1.0,3.0,19.0,51.0,19.0,25.0,10.0,2.0,0.0,1.0,7.0,5.0,14.0,2.0,7.0,16.0,88.0,11.0,17.0,10.0,3.0,0.0,0.0
LEICESTER CITY,TOTTENHAM,2-1,2-0,5.9,7.0,6.1,37,63,3.0,4.0,7.0,0.0,4.0,22.0,71.0,16.0,45.0,7.0,1.0,0.0,0.0,9.0,6.0,18.0,3.0,9.0,25.0,83.0,18.0,16.0,10.0,2.0,0.0,0.0
BRIGHTON,CRYSTAL PALACE,0-0,0-0,2.5,6.2,6.3,53,47,4.0,4.0,10.0,2.0,10.0,28.0,74.0,25.0,18.0,13.0,2.0,0.0,0.0,5.0,4.0,10.0,1.0,5.0,12.0,73.0,28.0,24.0,8.0,0.0,0.0,0.0
WEST BROM,NEWCASTLE,2-2,1-0,7.1,6.5,6.1,48,52,2.0,4.0,8.0,2.0,1.0,20.0,76.0,27.0,29.0,13.0,0.0,0.0,0.0,5.0,4.0,14.0,5.0,6.0,25.0,79.0,27.0,29.0,12.0,0.0,0.0,0.0
WATFORD,MAN UTD,2-4,0-3,8.4,5.4,7.1,59,41,5.0,3.0,12.0,4.0,5.0,25.0,83.0,16.0,24.0,12.0,2.0,0.0,0.0,3.0,7.0,15.0,5.0,5.0,25.0,74.0,16.0,38.0,10.0,1.0,0.0,0.0
BOURNEMOUTH,BURNLEY,1-2,0-1,5.4,5.6,7.0,62,38,4.0,2.0,11.0,5.0,4.0,28.0,80.0,27.0,18.0,9.0,0.0,0.0,0.0,2.0,4.0,10.0,4.0,6.0,21.0,72.0,18.0,30.0,11.0,1.0,0.0,0.0
ARSENAL,HUDDERSFIELD,5-0,1-0,6.6,9.1,4.7,70,30,8.0,7.0,21.0,6.0,7.0,17.0,88.0,13.0,13.0,10.0,0.0,0.0,0.0,3.0,2.0,7.0,2.0,2.0,22.0,77.0,16.0,30.0,12.0,1.0,0.0,0.0
CHELSEA,SWANSEA,1-0,0-0,3.8,7.6,5.5,61,39,7.0,10.0,21.0,4.0,15.0,25.0,85.0,21.0,15.0,10.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,22.0,78.0,9.0,42.0,7.0,0.0,0.0,0.0
MAN CITY,SOUTHAMPTON,2-1,0-0,6.9,7.6,5.2,74,26,8.0,12.0,26.0,6.0,6.0,29.0,86.0,19.0,12.0,12.0,1.0,0.0,0.0,3.0,2.0,7.0,2.0,5.0,13.0,58.0,13.0,32.0,11.0,1.0,0.0,0.0
STOKE,LIVERPOOL,0-3,0-1,5.4,5.1,7.8,40,60,4.0,1.0,10.0,5.0,5.0,24.0,70.0,34.0,21.0,8.0,1.0,0.0,0.0,3.0,7.0,14.0,4.0,9.0,23.0,81.0,25.0,31.0,10.0,5.0,0.0,0.0
EVERTON,WEST HAM,4-0,2-0,5.6,7.3,4.3,44,56,2.0,5.0,8.0,1.0,2.0,21.0,79.0,26.0,49.0,16.0,2.0,0.0,0.0,3.0,3.0,7.0,1.0,6.0,30.0,79.0,22.0,13.0,6.0,1.0,0.0,0.0
CHELSEA,NEWCASTLE,3-1,2-1,6.7,7.9,5.0,66,34,8.0,9.0,23.0,6.0,11.0,18.0,87.0,20.0,13.0,8.0,0.0,0.0,0.0,4.0,2.0,8.0,2.0,4.0,16.0,77.0,10.0,37.0,13.0,1.0,0.0,0.0
STOKE,SWANSEA,2-1,2-1,4.9,6.7,5.9,44,56,6.0,3.0,10.0,1.0,2.0,29.0,78.0,25.0,35.0,12.0,2.0,0.0,0.0,2.0,3.0,10.0,5.0,6.0,23.0,81.0,19.0,21.0,10.0,0.0,0.0,0.0
EVERTON,HUDDERSFIELD,2-0,0-0,3.5,6.8,5.8,47,53,1.0,4.0,6.0,1.0,2.0,33.0,69.0,40.0,42.0,12.0,2.0,0.0,0.0,2.0,3.0,5.0,0.0,5.0,31.0,71.0,29.0,34.0,9.0,1.0,0.0,0.0
WEST BROM,CRYSTAL PALACE,0-0,0-0,2.9,6.7,5.9,51,49,8.0,6.0,20.0,6.0,3.0,29.0,73.0,27.0,21.0,11.0,3.0,0.0,0.0,3.0,2.0,10.0,5.0,7.0,24.0,71.0,31.0,30.0,10.0,1.0,0.0,0.0
LEICESTER CITY,BURNLEY,1-0,1-0,3.9,6.3,6.0,52,48,6.0,3.0,16.0,7.0,10.0,30.0,73.0,25.0,24.0,3.0,0.0,0.0,0.0,7.0,4.0,14.0,3.0,7.0,20.0,74.0,21.0,27.0,11.0,2.0,0.0,0.0
BRIGHTON,LIVERPOOL,1-5,0-2,6.2,4.7,8.5,43,57,3.0,2.0,6.0,1.0,2.0,12.0,81.0,16.0,15.0,8.0,1.0,0.0,0.0,4.0,6.0,12.0,2.0,2.0,21.0,88.0,13.0,19.0,7.0,0.0,0.0,0.0
WATFORD,TOTTENHAM,1-1,1-1,4.5,6.3,6.4,50,50,2.0,2.0,6.0,2.0,7.0,24.0,79.0,19.0,24.0,16.0,4.0,0.0,0.0,4.0,2.0,8.0,2.0,2.0,23.0,81.0,15.0,30.0,8.0,1.0,0.0,1.0
ARSENAL,MAN UTD,1-3,0-2,8.6,6.4,6.6,75,25,6.0,16.0,33.0,11.0,12.0,24.0,86.0,12.0,10.0,11.0,3.0,0.0,0.0,1.0,4.0,8.0,3.0,1.0,12.0,66.0,25.0,67.0,10.0,2.0,0.0,1.0
BOURNEMOUTH,SOUTHAMPTON,1-1,1-0,4.8,6.2,6.9,48,52,7.0,5.0,16.0,4.0,5.0,31.0,80.0,13.0,29.0,6.0,2.0,0.0,0.0,9.0,4.0,15.0,2.0,4.0,10.0,81.0,23.0,17.0,12.0,1.0,0.0,0.0
MAN CITY,WEST HAM,2-1,0-1,6.6,7.4,5.8,77,23,5.0,8.0,24.0,11.0,10.0,20.0,88.0,17.0,9.0,5.0,2.0,0.0,0.0,3.0,4.0,7.0,0.0,4.0,19.0,72.0,15.0,37.0,7.0,2.0,0.0,0.0
WEST HAM,CHELSEA,1-0,1-0,3.1,7.0,6.2,31,69,1.0,2.0,5.0,2.0,4.0,21.0,73.0,14.0,32.0,10.0,6.0,0.0,0.0,8.0,2.0,19.0,9.0,3.0,23.0,86.0,18.0,17.0,10.0,1.0,0.0,0.0
BURNLEY,WATFORD,1-0,1-0,3.1,6.5,5.5,49,51,2.0,5.0,8.0,1.0,3.0,18.0,67.0,41.0,38.0,10.0,1.0,0.0,0.0,8.0,2.0,11.0,1.0,5.0,20.0,70.0,34.0,34.0,12.0,0.0,0.0,1.0
HUDDERSFIELD,BRIGHTON,2-0,2-0,3.9,7.2,5.5,58,42,8.0,6.0,19.0,5.0,8.0,28.0,74.0,35.0,16.0,6.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,1.0,29.0,68.0,22.0,24.0,10.0,0.0,0.0,0.0
CRYSTAL PALACE,BOURNEMOUTH,2-2,2-2,8.1,6.0,5.6,45,55,8.0,8.0,24.0,8.0,6.0,20.0,74.0,23.0,18.0,14.0,5.0,0.0,0.0,3.0,5.0,11.0,3.0,3.0,21.0,80.0,12.0,34.0,14.0,2.0,0.0,0.0
SWANSEA,WEST BROM,1-0,0-0,3.9,6.8,5.3,54,46,8.0,3.0,18.0,7.0,6.0,25.0,79.0,21.0,24.0,8.0,2.0,0.0,0.0,3.0,1.0,7.0,3.0,3.0,30.0,75.0,28.0,29.0,18.0,5.0,0.0,0.0
TOTTENHAM,STOKE,5-1,1-0,6.3,8.8,4.1,71,29,6.0,11.0,20.0,3.0,12.0,17.0,88.0,19.0,16.0,12.0,1.0,0.0,0.0,1.0,3.0,4.0,0.0,6.0,12.0,64.0,21.0,29.0,9.0,0.0,0.0,0.0
NEWCASTLE,LEICESTER CITY,2-3,1-1,7.9,5.5,7.0,38,62,4.0,4.0,10.0,2.0,6.0,21.0,68.0,33.0,22.0,10.0,2.0,0.0,0.0,7.0,5.0,13.0,1.0,5.0,21.0,79.0,24.0,16.0,8.0,1.0,0.0,0.0
SOUTHAMPTON,ARSENAL,1-1,1-0,5.5,6.4,6.7,33,67,2.0,3.0,6.0,1.0,4.0,13.0,79.0,9.0,36.0,12.0,2.0,0.0,0.0,4.0,6.0,11.0,1.0,5.0,19.0,88.0,12.0,13.0,10.0,2.0,0.0,0.0
LIVERPOOL,EVERTON,1-1,1-0,4.3,6.4,6.2,79,21,12.0,3.0,23.0,8.0,12.0,30.0,88.0,14.0,8.0,8.0,1.0,0.0,0.0,1.0,2.0,3.0,0.0,1.0,11.0,50.0,14.0,49.0,11.0,3.0,0.0,0.0
MAN UTD,MAN CITY,1-2,1-1,6.0,5.6,7.0,35,65,2.0,5.0,8.0,1.0,2.0,20.0,68.0,13.0,17.0,16.0,4.0,0.0,0.0,3.0,7.0,14.0,4.0,8.0,20.0,83.0,20.0,15.0,10.0,2.0,0.0,0.0
BURNLEY,STOKE,1-0,0-0,3.7,5.9,6.0,51,49,5.0,2.0,10.0,3.0,6.0,32.0,64.0,31.0,36.0,6.0,0.0,0.0,0.0,6.0,7.0,14.0,1.0,4.0,29.0,63.0,44.0,36.0,14.0,0.0,0.0,0.0
HUDDERSFIELD,CHELSEA,1-3,0-2,5.8,5.5,7.7,36,64,4.0,2.0,7.0,1.0,1.0,15.0,84.0,11.0,16.0,11.0,0.0,0.0,0.0,4.0,5.0,12.0,3.0,3.0,21.0,92.0,11.0,14.0,4.0,0.0,0.0,0.0
CRYSTAL PALACE,WATFORD,2-1,0-1,6.1,6.6,5.9,54,46,6.0,4.0,14.0,4.0,4.0,21.0,77.0,35.0,45.0,14.0,2.0,0.0,0.0,3.0,2.0,7.0,2.0,6.0,24.0,69.0,16.0,26.0,18.0,2.0,1.0,0.0
SWANSEA,MAN CITY,0-4,0-2,5.6,4.3,8.8,21,79,2.0,3.0,7.0,2.0,2.0,17.0,67.0,10.0,18.0,12.0,0.0,0.0,0.0,10.0,10.0,23.0,3.0,5.0,22.0,91.0,11.0,14.0,6.0,0.0,0.0,0.0
NEWCASTLE,EVERTON,0-1,0-1,4.1,5.4,6.9,55,45,4.0,4.0,16.0,8.0,4.0,41.0,77.0,34.0,7.0,10.0,2.0,1.0,0.0,3.0,4.0,7.0,0.0,1.0,23.0,73.0,37.0,49.0,11.0,2.0,0.0,0.0
SOUTHAMPTON,LEICESTER CITY,1-4,0-3,6.4,4.7,8.4,53,47,5.0,4.0,11.0,2.0,9.0,28.0,81.0,21.0,18.0,13.0,1.0,0.0,0.0,2.0,11.0,16.0,3.0,9.0,25.0,75.0,16.0,17.0,9.0,0.0,0.0,0.0
LIVERPOOL,WEST BROM,0-0,0-0,2.6,6.7,6.8,70,30,3.0,5.0,14.0,6.0,5.0,24.0,86.0,17.0,24.0,16.0,1.0,0.0,0.0,4.0,1.0,6.0,1.0,7.0,15.0,67.0,17.0,31.0,6.0,1.0,0.0,0.0
TOTTENHAM,BRIGHTON,2-0,1-0,5.8,7.5,5.4,75,25,6.0,8.0,25.0,11.0,10.0,28.0,89.0,20.0,4.0,5.0,1.0,0.0,0.0,2.0,4.0,7.0,1.0,2.0,20.0,65.0,20.0,37.0,10.0,1.0,0.0,0.0
MAN UTD,BOURNEMOUTH,1-0,1-0,4.0,6.4,6.2,56,44,3.0,2.0,9.0,4.0,4.0,21.0,85.0,10.0,18.0,14.0,1.0,0.0,0.0,4.0,7.0,14.0,3.0,9.0,14.0,80.0,12.0,18.0,12.0,2.0,0.0,0.0
WEST HAM,ARSENAL,0-0,0-0,3.0,6.5,6.6,30,70,4.0,0.0,6.0,2.0,1.0,21.0,71.0,20.0,38.0,9.0,2.0,0.0,0.0,8.0,3.0,22.0,11.0,7.0,21.0,86.0,19.0,24.0,9.0,0.0,0.0,0.0
LEICESTER CITY,CRYSTAL PALACE,0-3,0-2,5.6,4.8,8.4,56,44,5.0,2.0,11.0,4.0,6.0,27.0,79.0,23.0,12.0,12.0,3.0,1.0,0.0,3.0,6.0,13.0,4.0,4.0,22.0,75.0,22.0,35.0,13.0,2.0,0.0,0.0
ARSENAL,NEWCASTLE,1-0,1-0,3.7,7.0,5.8,71,29,11.0,5.0,23.0,7.0,7.0,21.0,85.0,26.0,24.0,13.0,2.0,0.0,0.0,4.0,2.0,10.0,4.0,5.0,11.0,67.0,38.0,41.0,9.0,1.0,0.0,0.0
CHELSEA,SOUTHAMPTON,1-0,1-0,4.4,7.3,5.5,54,46,8.0,8.0,24.0,8.0,8.0,28.0,86.0,9.0,17.0,8.0,1.0,0.0,0.0,2.0,2.0,6.0,2.0,4.0,17.0,81.0,12.0,25.0,16.0,3.0,0.0,0.0
BRIGHTON,BURNLEY,0-0,0-0,2.9,5.2,6.2,58,42,6.0,2.0,12.0,4.0,8.0,33.0,79.0,32.0,37.0,13.0,4.0,0.0,0.0,0.0,7.0,11.0,4.0,2.0,15.0,68.0,36.0,28.0,13.0,2.0,0.0,0.0
WATFORD,HUDDERSFIELD,1-4,0-2,7.2,4.3,7.9,59,41,7.0,3.0,13.0,3.0,8.0,32.0,79.0,21.0,14.0,12.0,2.0,0.0,1.0,4.0,9.0,15.0,2.0,7.0,19.0,73.0,24.0,20.0,17.0,2.0,1.0,0.0
STOKE,WEST HAM,0-3,0-1,6.2,4.9,8.0,55,45,8.0,0.0,17.0,9.0,7.0,21.0,77.0,25.0,14.0,12.0,2.0,0.0,0.0,6.0,7.0,14.0,1.0,9.0,25.0,79.0,19.0,47.0,13.0,1.0,0.0,0.0
MAN CITY,TOTTENHAM,4-1,1-0,8.3,8.0,4.3,53,47,7.0,11.0,20.0,2.0,5.0,18.0,81.0,3.0,7.0,13.0,2.0,0.0,0.0,4.0,2.0,7.0,1.0,1.0,26.0,79.0,6.0,13.0,20.0,4.0,0.0,0.0
WEST BROM,MAN UTD,1-2,0-2,5.3,6.4,6.4,43,57,3.0,5.0,12.0,4.0,6.0,24.0,79.0,9.0,14.0,14.0,1.0,0.0,0.0,2.0,3.0,8.0,3.0,3.0,20.0,82.0,13.0,20.0,7.0,3.0,0.0,0.0
BOURNEMOUTH,LIVERPOOL,0-4,0-3,6.2,4.4,8.7,44,56,2.0,2.0,6.0,2.0,2.0,24.0,81.0,9.0,17.0,5.0,1.0,0.0,0.0,12.0,7.0,21.0,2.0,3.0,18.0,88.0,8.0,18.0,10.0,1.0,0.0,0.0
EVERTON,SWANSEA,3-1,1-1,6.1,6.9,4.7,51,49,3.0,7.0,12.0,2.0,6.0,25.0,78.0,17.0,17.0,12.0,2.0,0.0,0.0,4.0,3.0,8.0,1.0,3.0,29.0,77.0,16.0,22.0,12.0,3.0,0.0,0.0
ARSENAL,LIVERPOOL,3-3,0-1,9.1,6.2,7.5,53,47,3.0,4.0,11.0,4.0,7.0,27.0,76.0,18.0,17.0,9.0,1.0,0.0,0.0,5.0,9.0,14.0,0.0,8.0,22.0,77.0,23.0,30.0,11.0,0.0,0.0,0.0
EVERTON,CHELSEA,0-0,0-0,3.1,6.1,6.7,32,68,3.0,0.0,5.0,2.0,2.0,12.0,70.0,22.0,57.0,8.0,3.0,0.0,0.0,9.0,8.0,25.0,8.0,7.0,26.0,84.0,16.0,8.0,4.0,0.0,0.0,0.0
WEST HAM,NEWCASTLE,2-3,1-1,8.4,5.3,6.7,63,37,5.0,6.0,19.0,8.0,6.0,31.0,77.0,37.0,29.0,9.0,1.0,0.0,0.0,5.0,4.0,11.0,2.0,3.0,19.0,62.0,31.0,56.0,12.0,1.0,0.0,0.0
SOUTHAMPTON,HUDDERSFIELD,1-1,1-0,4.6,6.5,6.2,53,47,4.0,6.0,12.0,2.0,9.0,30.0,70.0,22.0,30.0,16.0,2.0,0.0,0.0,4.0,2.0,10.0,4.0,1.0,23.0,65.0,19.0,25.0,9.0,1.0,0.0,0.0
BRIGHTON,WATFORD,1-0,0-0,2.8,6.7,5.7,52,48,8.0,3.0,14.0,3.0,6.0,22.0,77.0,38.0,18.0,8.0,0.0,0.0,0.0,6.0,1.0,12.0,5.0,4.0,34.0,73.0,25.0,27.0,11.0,0.0,0.0,0.0
MAN CITY,BOURNEMOUTH,4-0,1-0,5.0,8.4,5.0,79,21,5.0,5.0,14.0,4.0,4.0,21.0,92.0,13.0,10.0,8.0,0.0,0.0,0.0,2.0,1.0,5.0,2.0,6.0,14.0,70.0,10.0,27.0,7.0,1.0,0.0,0.0
