Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
BURNLEY,EVERTON,2-1,0-1,6.4,6.9,5.2,54,46,3.0,8.0,21.0,10.0,10.0,36.0,72.0,24.0,31.0,9.0,1.0,0.0,0.0,6.0,4.0,10.0,0.0,4.0,27.0,67.0,26.0,44.0,12.0,1.0,0.0,1.0
WATFORD,WEST BROM,1-0,0-0,3.4,6.2,6.2,53,47,6.0,4.0,15.0,5.0,4.0,21.0,70.0,25.0,24.0,11.0,2.0,0.0,0.0,5.0,2.0,9.0,2.0,6.0,27.0,66.0,38.0,39.0,12.0,0.0,0.0,0.0
SWANSEA,WEST HAM,4-1,2-0,5.5,8.3,4.3,45,55,1.0,8.0,9.0,0.0,4.0,26.0,75.0,28.0,25.0,9.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,5.0,11.0,80.0,17.0,20.0,14.0,3.0,0.0,0.0
TOTTENHAM,HUDDERSFIELD,2-0,1-0,4.4,7.4,5.8,74,26,3.0,7.0,15.0,5.0,8.0,29.0,87.0,13.0,18.0,6.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,1.0,15.0,63.0,16.0,36.0,8.0,1.0,0.0,0.0
LEICESTER CITY,BOURNEMOUTH,1-1,0-1,4.9,6.5,6.1,55,45,9.0,4.0,23.0,10.0,13.0,26.0,67.0,31.0,13.0,11.0,2.0,0.0,0.0,4.0,3.0,8.0,1.0,1.0,27.0,65.0,35.0,50.0,7.0,1.0,0.0,0.0
SOUTHAMPTON,STOKE,0-0,0-0,3.1,6.5,6.5,65,35,5.0,6.0,18.0,7.0,15.0,32.0,78.0,15.0,13.0,8.0,0.0,0.0,0.0,9.0,3.0,12.0,0.0,4.0,22.0,68.0,27.0,47.0,13.0,1.0,0.0,0.0
LIVERPOOL,NEWCASTLE,2-0,1-0,3.6,7.3,5.6,71,29,3.0,3.0,14.0,8.0,8.0,17.0,85.0,29.0,12.0,7.0,0.0,0.0,0.0,2.0,2.0,7.0,3.0,3.0,22.0,66.0,21.0,18.0,9.0,0.0,0.0,0.0
BRIGHTON,ARSENAL,2-1,2-1,6.7,7.0,5.9,32,68,5.0,6.0,13.0,2.0,6.0,16.0,72.0,18.0,38.0,13.0,3.0,0.0,0.0,2.0,7.0,15.0,6.0,11.0,20.0,84.0,21.0,17.0,12.0,3.0,0.0,0.0
MAN CITY,CHELSEA,1-0,0-0,2.9,6.9,6.0,71,29,5.0,3.0,13.0,5.0,5.0,17.0,92.0,5.0,10.0,8.0,2.0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,19.0,77.0,8.0,15.0,9.0,1.0,0.0,0.0
CRYSTAL PALACE,MAN UTD,2-3,1-0,8.5,5.9,7.0,30,70,5.0,4.0,10.0,1.0,3.0,15.0,67.0,24.0,41.0,10.0,1.0,0.0,0.0,3.0,8.0,17.0,6.0,7.0,28.0,85.0,22.0,28.0,8.0,3.0,0.0,0.0
MAN UTD,LIVERPOOL,2-1,2-0,5.1,6.9,6.1,32,68,1.0,2.0,5.0,2.0,1.0,18.0,69.0,22.0,40.0,10.0,2.0,0.0,0.0,5.0,2.0,14.0,7.0,13.0,18.0,83.0,13.0,12.0,16.0,1.0,0.0,0.0
HUDDERSFIELD,SWANSEA,0-0,0-0,3.1,6.4,5.9,81,19,15.0,4.0,30.0,11.0,12.0,34.0,90.0,30.0,10.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,52.0,24.0,67.0,9.0,3.0,0.0,1.0
WEST HAM,BURNLEY,0-3,0-0,4.9,5.3,7.5,52,48,6.0,4.0,13.0,3.0,5.0,25.0,79.0,21.0,16.0,13.0,2.0,0.0,0.0,2.0,4.0,7.0,1.0,1.0,24.0,77.0,23.0,37.0,7.0,2.0,0.0,0.0
NEWCASTLE,SOUTHAMPTON,3-0,2-0,4.2,7.4,4.9,37,63,2.0,5.0,7.0,1.0,2.0,28.0,62.0,28.0,35.0,10.0,0.0,0.0,0.0,3.0,2.0,6.0,1.0,6.0,43.0,73.0,20.0,12.0,10.0,2.0,0.0,0.0
EVERTON,BRIGHTON,2-0,0-0,4.6,6.3,4.9,59,41,7.0,3.0,13.0,3.0,10.0,28.0,78.0,16.0,22.0,10.0,0.0,0.0,0.0,5.0,4.0,10.0,1.0,3.0,18.0,63.0,20.0,35.0,14.0,1.0,0.0,1.0
WEST BROM,LEICESTER CITY,1-4,1-1,6.1,5.1,7.6,44,56,3.0,2.0,6.0,1.0,7.0,30.0,74.0,18.0,16.0,6.0,1.0,0.0,0.0,5.0,6.0,14.0,3.0,6.0,32.0,77.0,30.0,24.0,7.0,3.0,0.0,0.0
CHELSEA,CRYSTAL PALACE,2-1,2-0,7.5,7.8,5.1,62,38,9.0,11.0,27.0,7.0,12.0,22.0,87.0,18.0,20.0,8.0,1.0,0.0,0.0,5.0,2.0,9.0,2.0,3.0,15.0,80.0,15.0,34.0,9.0,2.0,0.0,0.0
ARSENAL,WATFORD,3-0,1-0,5.6,7.5,5.1,60,40,4.0,7.0,11.0,0.0,4.0,17.0,83.0,22.0,32.0,12.0,2.0,0.0,0.0,5.0,4.0,11.0,2.0,9.0,28.0,76.0,17.0,16.0,9.0,1.0,0.0,0.0
BOURNEMOUTH,TOTTENHAM,1-4,1-1,7.1,5.0,8.3,37,63,7.0,3.0,14.0,4.0,4.0,21.0,68.0,13.0,25.0,10.0,1.0,0.0,0.0,1.0,8.0,12.0,3.0,5.0,20.0,83.0,14.0,19.0,7.0,1.0,0.0,0.0
STOKE,MAN CITY,0-2,0-1,3.9,5.4,7.2,23,77,1.0,0.0,3.0,2.0,3.0,25.0,67.0,13.0,16.0,6.0,1.0,0.0,0.0,8.0,6.0,17.0,3.0,10.0,20.0,90.0,16.0,21.0,8.0,0.0,0.0,0.0
STOKE,EVERTON,1-2,0-0,6.3,5.4,7.1,43,57,2.0,4.0,9.0,3.0,1.0,8.0,74.0,21.0,17.0,13.0,1.0,0.0,1.0,5.0,9.0,16.0,2.0,9.0,20.0,80.0,10.0,14.0,12.0,1.0,0.0,0.0
HUDDERSFIELD,CRYSTAL PALACE,0-2,0-1,4.2,5.2,7.7,55,45,3.0,2.0,6.0,1.0,4.0,38.0,69.0,21.0,18.0,11.0,3.0,0.0,0.0,5.0,6.0,18.0,7.0,7.0,29.0,70.0,32.0,34.0,12.0,2.0,0.0,0.0
BOURNEMOUTH,WEST BROM,2-1,0-0,6.1,6.4,6.2,61,39,4.0,5.0,17.0,8.0,3.0,27.0,81.0,18.0,23.0,6.0,1.0,0.0,0.0,1.0,6.0,11.0,4.0,2.0,21.0,71.0,19.0,25.0,9.0,2.0,0.0,0.0
LIVERPOOL,WATFORD,5-0,2-0,5.8,9.4,4.4,58,42,1.0,10.0,13.0,2.0,6.0,26.0,82.0,18.0,13.0,5.0,1.0,0.0,0.0,2.0,1.0,4.0,1.0,0.0,23.0,72.0,20.0,24.0,4.0,0.0,0.0,0.0
BURNLEY,CHELSEA,1-2,0-1,5.2,5.5,6.7,39,61,2.0,2.0,5.0,1.0,3.0,17.0,74.0,20.0,25.0,9.0,1.0,0.0,0.0,5.0,5.0,16.0,6.0,2.0,21.0,84.0,30.0,28.0,11.0,0.0,0.0,0.0
SWANSEA,SOUTHAMPTON,0-1,0-0,3.7,5.5,6.9,53,47,5.0,3.0,11.0,3.0,7.0,36.0,72.0,36.0,17.0,7.0,2.0,0.0,0.0,3.0,8.0,13.0,2.0,6.0,20.0,68.0,45.0,56.0,15.0,1.0,0.0,0.0
LEICESTER CITY,ARSENAL,3-1,1-0,8.1,7.7,4.8,40,60,6.0,10.0,19.0,3.0,6.0,18.0,78.0,14.0,20.0,7.0,2.0,0.0,0.0,4.0,7.0,14.0,3.0,6.0,21.0,81.0,12.0,22.0,12.0,2.0,0.0,1.0
MAN CITY,BRIGHTON,3-1,2-1,6.2,7.4,5.4,74,26,8.0,7.0,19.0,4.0,4.0,21.0,92.0,21.0,8.0,5.0,0.0,0.0,0.0,3.0,3.0,6.0,0.0,3.0,16.0,80.0,10.0,25.0,7.0,1.0,0.0,0.0
TOTTENHAM,NEWCASTLE,1-0,0-0,4.0,6.6,5.3,63,37,3.0,7.0,11.0,1.0,6.0,32.0,83.0,18.0,33.0,10.0,2.0,0.0,0.0,9.0,3.0,14.0,2.0,4.0,17.0,66.0,24.0,22.0,8.0,3.0,0.0,0.0
WEST HAM,MAN UTD,0-0,0-0,3.2,6.3,6.7,44,56,6.0,2.0,9.0,1.0,1.0,12.0,83.0,9.0,17.0,12.0,1.0,0.0,0.0,7.0,6.0,16.0,3.0,6.0,25.0,86.0,18.0,14.0,12.0,1.0,0.0,0.0
CRYSTAL PALACE,LIVERPOOL,1-2,1-0,5.7,5.7,6.6,32,68,3.0,3.0,6.0,0.0,4.0,22.0,63.0,17.0,25.0,6.0,2.0,0.0,0.0,4.0,6.0,16.0,6.0,6.0,29.0,83.0,17.0,21.0,8.0,2.0,0.0,0.0
WEST BROM,BURNLEY,1-2,0-1,5.2,5.7,6.3,47,53,3.0,3.0,8.0,2.0,1.0,18.0,72.0,29.0,28.0,12.0,1.0,0.0,0.0,6.0,4.0,11.0,1.0,6.0,21.0,80.0,25.0,31.0,9.0,3.0,0.0,0.0
MAN UTD,SWANSEA,2-0,2-0,3.7,7.4,5.9,66,34,4.0,5.0,11.0,2.0,3.0,16.0,90.0,11.0,13.0,5.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,3.0,19.0,79.0,4.0,25.0,13.0,0.0,0.0,0.0
WEST HAM,SOUTHAMPTON,3-0,3-0,5.7,7.1,5.7,48,52,4.0,5.0,12.0,3.0,5.0,38.0,70.0,20.0,23.0,9.0,0.0,0.0,0.0,5.0,8.0,9.0,4.0,9.0,22.0,73.0,16.0,28.0,16.0,3.0,0.0,0.0
BRIGHTON,LEICESTER CITY,0-2,0-0,5.0,5.0,6.3,46,54,7.0,3.0,15.0,5.0,6.0,31.0,73.0,15.0,21.0,11.0,2.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,18.0,76.0,21.0,29.0,13.0,5.0,1.0,0.0
WATFORD,BOURNEMOUTH,2-2,1-1,8.0,5.8,6.7,50,50,4.0,5.0,16.0,7.0,7.0,21.0,76.0,15.0,10.0,16.0,4.0,0.0,0.0,4.0,6.0,13.0,3.0,4.0,20.0,79.0,21.0,37.0,6.0,0.0,0.0,0.0
NEWCASTLE,HUDDERSFIELD,1-0,0-0,3.0,6.6,5.9,63,37,9.0,3.0,18.0,6.0,3.0,30.0,80.0,18.0,27.0,9.0,1.0,0.0,0.0,2.0,0.0,4.0,2.0,3.0,22.0,65.0,17.0,34.0,10.0,4.0,0.0,0.0
EVERTON,MAN CITY,1-3,0-3,5.3,4.9,7.6,18,82,4.0,2.0,6.0,0.0,2.0,14.0,66.0,12.0,22.0,10.0,0.0,0.0,0.0,8.0,4.0,18.0,6.0,11.0,14.0,93.0,12.0,13.0,8.0,0.0,0.0,0.0
ARSENAL,STOKE,3-0,0-0,6.9,8.1,4.3,70,30,8.0,11.0,24.0,5.0,6.0,18.0,85.0,24.0,10.0,9.0,1.0,0.0,0.0,4.0,2.0,8.0,2.0,5.0,21.0,65.0,27.0,20.0,13.0,2.0,0.0,0.0
CHELSEA,TOTTENHAM,1-3,1-1,6.1,5.8,8.0,49,51,7.0,4.0,14.0,3.0,5.0,21.0,78.0,13.0,15.0,4.0,0.0,0.0,0.0,3.0,6.0,12.0,3.0,5.0,25.0,82.0,13.0,28.0,11.0,1.0,0.0,0.0
EVERTON,LIVERPOOL,0-0,0-0,1.9,6.1,6.4,38,62,4.0,1.0,6.0,1.0,3.0,27.0,68.0,25.0,31.0,12.0,0.0,0.0,0.0,4.0,3.0,10.0,3.0,2.0,29.0,80.0,23.0,19.0,7.0,0.0,0.0,0.0
WEST BROM,SWANSEA,1-1,0-0,3.9,6.3,6.3,52,48,4.0,3.0,15.0,8.0,5.0,29.0,82.0,19.0,20.0,15.0,3.0,0.0,0.0,5.0,1.0,7.0,1.0,1.0,20.0,79.0,23.0,25.0,5.0,2.0,0.0,0.0
LEICESTER CITY,NEWCASTLE,1-2,0-1,5.0,5.4,6.6,66,34,5.0,1.0,8.0,2.0,7.0,24.0,80.0,31.0,14.0,7.0,1.0,0.0,0.0,3.0,4.0,8.0,1.0,5.0,27.0,60.0,24.0,27.0,14.0,3.0,0.0,0.0
BRIGHTON,HUDDERSFIELD,1-1,1-1,4.9,6.0,6.4,41,59,6.0,4.0,13.0,3.0,5.0,26.0,65.0,34.0,30.0,13.0,1.0,0.0,1.0,5.0,5.0,15.0,5.0,3.0,18.0,78.0,34.0,20.0,7.0,0.0,0.0,0.0
WATFORD,BURNLEY,1-2,0-0,5.3,5.4,6.3,60,40,4.0,5.0,14.0,5.0,11.0,27.0,73.0,31.0,23.0,18.0,2.0,0.0,0.0,2.0,4.0,7.0,1.0,1.0,21.0,61.0,32.0,49.0,12.0,2.0,0.0,0.0
BOURNEMOUTH,CRYSTAL PALACE,2-2,0-0,8.1,6.3,6.6,53,47,12.0,5.0,21.0,4.0,11.0,26.0,81.0,18.0,12.0,8.0,2.0,0.0,0.0,3.0,6.0,13.0,4.0,3.0,16.0,80.0,17.0,35.0,9.0,2.0,0.0,0.0
STOKE,TOTTENHAM,1-2,0-0,5.9,6.0,6.4,33,67,5.0,4.0,10.0,1.0,6.0,25.0,60.0,13.0,29.0,19.0,4.0,0.0,0.0,5.0,4.0,15.0,6.0,3.0,19.0,83.0,22.0,28.0,8.0,3.0,0.0,0.0
MAN CITY,MAN UTD,2-3,2-0,8.6,5.7,6.9,65,35,9.0,6.0,20.0,5.0,8.0,23.0,87.0,10.0,14.0,17.0,6.0,0.0,0.0,1.0,4.0,5.0,0.0,4.0,17.0,77.0,10.0,14.0,9.0,3.0,0.0,0.0
ARSENAL,SOUTHAMPTON,3-2,2-1,9.1,6.6,5.8,65,35,4.0,7.0,13.0,2.0,8.0,24.0,85.0,23.0,33.0,11.0,2.0,0.0,1.0,4.0,8.0,15.0,3.0,6.0,19.0,72.0,23.0,24.0,7.0,1.0,0.0,1.0
CHELSEA,WEST HAM,1-1,1-0,5.2,6.9,6.2,59,41,11.0,6.0,23.0,6.0,10.0,20.0,85.0,27.0,18.0,7.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,6.0,14.0,75.0,7.0,19.0,11.0,1.0,0.0,0.0
SOUTHAMPTON,CHELSEA,2-3,1-0,8.0,5.9,6.3,42,58,2.0,7.0,10.0,1.0,4.0,25.0,73.0,12.0,29.0,13.0,5.0,0.0,0.0,4.0,5.0,17.0,8.0,7.0,28.0,81.0,23.0,16.0,14.0,3.0,0.0,0.0
SWANSEA,EVERTON,1-1,0-1,5.0,6.8,6.1,51,49,5.0,7.0,17.0,5.0,6.0,27.0,75.0,28.0,22.0,10.0,1.0,0.0,0.0,5.0,3.0,12.0,4.0,3.0,19.0,76.0,33.0,41.0,11.0,1.0,0.0,0.0
BURNLEY,LEICESTER CITY,2-1,2-0,5.3,5.8,5.8,39,61,2.0,3.0,8.0,3.0,4.0,31.0,59.0,28.0,31.0,9.0,2.0,0.0,0.0,4.0,6.0,15.0,5.0,8.0,31.0,72.0,27.0,18.0,10.0,1.0,0.0,0.0
HUDDERSFIELD,WATFORD,1-0,0-0,3.1,7.0,6.0,49,51,3.0,1.0,9.0,5.0,9.0,29.0,70.0,21.0,22.0,9.0,2.0,0.0,0.0,0.0,2.0,4.0,2.0,6.0,27.0,73.0,19.0,36.0,8.0,2.0,0.0,0.0
CRYSTAL PALACE,BRIGHTON,3-2,3-2,7.7,6.6,5.2,50,50,2.0,8.0,15.0,5.0,5.0,16.0,77.0,19.0,35.0,12.0,3.0,0.0,0.0,6.0,3.0,12.0,3.0,6.0,30.0,72.0,20.0,27.0,16.0,2.0,0.0,0.0
LIVERPOOL,BOURNEMOUTH,3-0,1-0,5.4,8.2,4.8,62,38,10.0,7.0,20.0,3.0,7.0,13.0,86.0,11.0,25.0,9.0,1.0,0.0,0.0,2.0,1.0,6.0,3.0,5.0,17.0,77.0,11.0,34.0,9.0,1.0,0.0,0.0
TOTTENHAM,MAN CITY,1-3,1-2,6.5,5.3,7.2,48,52,1.0,3.0,8.0,4.0,5.0,20.0,80.0,9.0,15.0,11.0,3.0,0.0,0.0,5.0,6.0,17.0,6.0,7.0,18.0,83.0,14.0,31.0,12.0,4.0,0.0,0.0
NEWCASTLE,ARSENAL,2-1,1-1,5.5,6.9,6.0,28,72,2.0,4.0,8.0,2.0,2.0,18.0,63.0,21.0,29.0,11.0,1.0,0.0,0.0,8.0,3.0,15.0,4.0,5.0,22.0,85.0,20.0,13.0,9.0,0.0,0.0,0.0
MAN UTD,WEST BROM,0-1,0-0,3.4,5.6,7.6,70,30,6.0,4.0,14.0,4.0,4.0,16.0,89.0,15.0,11.0,8.0,1.0,0.0,0.0,4.0,4.0,10.0,2.0,4.0,16.0,70.0,14.0,38.0,13.0,1.0,0.0,0.0
WEST HAM,STOKE,1-1,0-0,5.5,5.8,6.6,62,38,3.0,6.0,18.0,9.0,10.0,31.0,80.0,27.0,23.0,15.0,2.0,0.0,0.0,1.0,7.0,11.0,3.0,1.0,17.0,69.0,34.0,61.0,21.0,3.0,0.0,0.0
BRIGHTON,TOTTENHAM,1-1,0-0,4.8,6.7,6.1,36,64,2.0,5.0,8.0,1.0,3.0,26.0,70.0,15.0,29.0,6.0,1.0,0.0,0.0,5.0,6.0,16.0,5.0,4.0,24.0,85.0,19.0,14.0,5.0,0.0,0.0,0.0
BOURNEMOUTH,MAN UTD,0-2,0-1,4.4,5.7,7.5,44,56,6.0,2.0,13.0,5.0,8.0,20.0,82.0,18.0,26.0,9.0,3.0,0.0,0.0,1.0,4.0,13.0,8.0,5.0,21.0,85.0,23.0,25.0,8.0,1.0,0.0,0.0
LEICESTER CITY,SOUTHAMPTON,0-0,0-0,2.2,6.6,6.6,54,46,4.0,3.0,11.0,4.0,11.0,25.0,80.0,26.0,29.0,10.0,0.0,0.0,0.0,4.0,2.0,6.0,0.0,3.0,35.0,73.0,13.0,33.0,10.0,0.0,0.0,0.0
WEST BROM,LIVERPOOL,2-2,0-1,7.7,6.8,6.1,38,62,6.0,6.0,13.0,1.0,7.0,26.0,70.0,17.0,19.0,12.0,0.0,0.0,0.0,4.0,3.0,9.0,2.0,4.0,14.0,84.0,13.0,33.0,5.0,1.0,0.0,0.0
WATFORD,CRYSTAL PALACE,0-0,0-0,2.9,6.6,5.9,52,48,10.0,4.0,14.0,0.0,4.0,24.0,69.0,32.0,22.0,17.0,3.0,0.0,0.0,3.0,1.0,6.0,2.0,3.0,18.0,70.0,24.0,44.0,13.0,5.0,0.0,0.0
ARSENAL,WEST HAM,4-1,0-0,7.5,7.8,4.4,68,32,8.0,8.0,20.0,4.0,8.0,20.0,88.0,10.0,15.0,11.0,3.0,0.0,0.0,4.0,4.0,11.0,3.0,6.0,19.0,68.0,12.0,22.0,9.0,2.0,0.0,0.0
STOKE,BURNLEY,1-1,1-0,4.6,5.6,6.2,43,57,4.0,3.0,8.0,1.0,3.0,29.0,58.0,40.0,41.0,15.0,2.0,0.0,0.0,5.0,7.0,16.0,4.0,8.0,25.0,71.0,42.0,33.0,5.0,1.0,0.0,0.0
MAN CITY,SWANSEA,5-0,2-0,6.9,9.2,4.0,83,17,4.0,12.0,19.0,3.0,5.0,10.0,93.0,10.0,8.0,6.0,0.0,0.0,0.0,2.0,1.0,4.0,1.0,1.0,14.0,70.0,14.0,26.0,8.0,1.0,0.0,0.0
EVERTON,NEWCASTLE,1-0,0-0,2.6,6.6,6.0,56,44,5.0,1.0,9.0,3.0,4.0,24.0,76.0,30.0,42.0,10.0,2.0,0.0,0.0,4.0,2.0,9.0,3.0,6.0,26.0,64.0,27.0,30.0,11.0,1.0,0.0,0.0
CHELSEA,HUDDERSFIELD,1-1,0-0,4.8,6.7,6.3,78,22,6.0,5.0,22.0,11.0,9.0,31.0,87.0,19.0,7.0,7.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,10.0,56.0,21.0,64.0,10.0,1.0,0.0,0.0
LIVERPOOL,STOKE,0-0,0-0,2.2,6.2,6.3,72,28,8.0,2.0,20.0,10.0,9.0,38.0,83.0,17.0,11.0,7.0,1.0,0.0,0.0,3.0,1.0,5.0,1.0,2.0,21.0,56.0,29.0,43.0,14.0,2.0,0.0,0.0
CRYSTAL PALACE,LEICESTER CITY,5-0,2-0,6.4,9.1,3.8,50,50,4.0,9.0,15.0,2.0,8.0,17.0,83.0,8.0,22.0,11.0,1.0,0.0,0.0,2.0,1.0,6.0,3.0,2.0,22.0,80.0,11.0,19.0,9.0,1.0,0.0,1.0
NEWCASTLE,WEST BROM,0-1,0-1,3.2,5.8,7.1,63,37,9.0,2.0,17.0,6.0,5.0,27.0,81.0,28.0,15.0,8.0,1.0,0.0,0.0,6.0,2.0,9.0,1.0,1.0,32.0,66.0,21.0,32.0,13.0,3.0,0.0,0.0
BURNLEY,BRIGHTON,0-0,0-0,2.3,6.0,6.0,44,56,2.0,4.0,10.0,4.0,3.0,24.0,64.0,22.0,25.0,5.0,0.0,0.0,0.0,4.0,2.0,10.0,4.0,4.0,23.0,74.0,33.0,28.0,17.0,2.0,0.0,0.0
HUDDERSFIELD,EVERTON,0-2,0-1,3.8,5.6,7.3,54,46,2.0,2.0,9.0,5.0,4.0,40.0,77.0,20.0,15.0,9.0,1.0,0.0,0.0,1.0,5.0,7.0,1.0,3.0,24.0,68.0,19.0,41.0,8.0,0.0,0.0,0.0
SOUTHAMPTON,BOURNEMOUTH,2-1,1-1,6.3,6.2,5.8,40,60,4.0,6.0,14.0,4.0,5.0,13.0,72.0,22.0,31.0,12.0,5.0,0.0,0.0,5.0,7.0,14.0,2.0,8.0,30.0,79.0,21.0,19.0,11.0,1.0,0.0,0.0
SWANSEA,CHELSEA,0-1,0-1,3.7,6.2,6.7,51,49,5.0,3.0,10.0,2.0,1.0,17.0,87.0,7.0,10.0,13.0,1.0,0.0,0.0,5.0,3.0,11.0,3.0,2.0,19.0,87.0,16.0,27.0,9.0,1.0,0.0,0.0
WEST HAM,MAN CITY,1-4,1-2,5.7,4.9,8.6,25,75,2.0,1.0,4.0,1.0,0.0,23.0,72.0,5.0,20.0,5.0,0.0,0.0,0.0,7.0,8.0,19.0,4.0,7.0,15.0,92.0,12.0,14.0,11.0,1.0,0.0,0.0
MAN UTD,ARSENAL,2-1,1-0,6.7,7.0,6.4,59,41,6.0,3.0,16.0,7.0,9.0,22.0,89.0,5.0,7.0,12.0,0.0,0.0,0.0,4.0,3.0,8.0,1.0,0.0,18.0,82.0,7.0,32.0,7.0,1.0,0.0,0.0
TOTTENHAM,WATFORD,2-0,1-0,4.3,7.2,6.1,61,39,6.0,3.0,13.0,4.0,4.0,29.0,86.0,19.0,22.0,11.0,1.0,0.0,0.0,5.0,5.0,13.0,3.0,0.0,26.0,72.0,16.0,22.0,10.0,0.0,0.0,0.0
BRIGHTON,MAN UTD,1-0,0-0,3.6,6.8,6.0,32,68,4.0,4.0,11.0,3.0,5.0,17.0,70.0,15.0,22.0,5.0,2.0,0.0,0.0,7.0,3.0,16.0,6.0,6.0,23.0,89.0,15.0,19.0,3.0,0.0,0.0,0.0
STOKE,CRYSTAL PALACE,1-2,1-0,5.0,5.6,6.6,41,59,4.0,2.0,7.0,1.0,1.0,19.0,65.0,22.0,29.0,18.0,5.0,0.0,0.0,7.0,2.0,13.0,4.0,7.0,26.0,77.0,20.0,26.0,12.0,2.0,0.0,0.0
WEST BROM,TOTTENHAM,1-0,0-0,4.0,6.5,6.0,26,74,6.0,1.0,9.0,2.0,5.0,6.0,60.0,20.0,45.0,13.0,4.0,0.0,0.0,7.0,5.0,18.0,6.0,9.0,23.0,84.0,18.0,25.0,12.0,1.0,0.0,0.0
LEICESTER CITY,WEST HAM,0-2,0-1,4.3,5.8,7.4,54,46,4.0,2.0,13.0,7.0,8.0,21.0,79.0,17.0,26.0,8.0,1.0,0.0,0.0,3.0,3.0,13.0,7.0,3.0,35.0,74.0,22.0,36.0,9.0,2.0,0.0,0.0
WATFORD,NEWCASTLE,2-1,2-0,6.0,6.9,5.1,39,61,1.0,8.0,11.0,2.0,2.0,16.0,75.0,17.0,41.0,9.0,2.0,0.0,0.0,4.0,1.0,9.0,4.0,5.0,25.0,82.0,25.0,16.0,11.0,1.0,0.0,0.0
BOURNEMOUTH,SWANSEA,1-0,1-0,3.5,6.8,5.8,45,55,6.0,5.0,13.0,2.0,11.0,21.0,76.0,32.0,45.0,10.0,1.0,0.0,0.0,6.0,3.0,12.0,3.0,6.0,24.0,73.0,23.0,23.0,10.0,4.0,0.0,0.0
EVERTON,SOUTHAMPTON,1-1,0-0,4.8,6.0,6.1,54,46,5.0,3.0,9.0,1.0,3.0,27.0,78.0,31.0,19.0,14.0,2.0,0.0,0.0,2.0,5.0,11.0,4.0,4.0,21.0,74.0,22.0,29.0,12.0,5.0,1.0,0.0
MAN CITY,HUDDERSFIELD,0-0,0-0,2.3,6.3,6.5,79,21,10.0,2.0,15.0,3.0,10.0,37.0,88.0,15.0,9.0,9.0,0.0,0.0,0.0,2.0,3.0,5.0,1.0,1.0,23.0,56.0,20.0,55.0,4.0,3.0,0.0,0.0
ARSENAL,BURNLEY,5-0,2-0,6.0,8.9,4.5,64,36,5.0,8.0,16.0,3.0,4.0,14.0,89.0,11.0,20.0,6.0,0.0,0.0,0.0,2.0,2.0,6.0,2.0,5.0,14.0,80.0,16.0,23.0,7.0,1.0,0.0,0.0
CHELSEA,LIVERPOOL,1-0,1-0,3.5,6.8,6.1,32,68,6.0,4.0,12.0,2.0,3.0,20.0,71.0,20.0,37.0,12.0,3.0,0.0,0.0,5.0,5.0,10.0,0.0,1.0,30.0,88.0,18.0,10.0,9.0,2.0,0.0,0.0
MAN UTD,WATFORD,1-0,1-0,2.9,6.7,6.5,51,49,4.0,1.0,7.0,2.0,6.0,23.0,80.0,11.0,23.0,6.0,4.0,0.0,0.0,3.0,3.0,7.0,1.0,5.0,17.0,83.0,13.0,24.0,11.0,0.0,0.0,0.0
BURNLEY,BOURNEMOUTH,1-2,1-0,5.8,5.5,6.6,51,49,5.0,4.0,10.0,1.0,7.0,22.0,73.0,22.0,17.0,14.0,0.0,0.0,0.0,5.0,5.0,16.0,6.0,8.0,25.0,76.0,18.0,33.0,9.0,0.0,0.0,0.0
HUDDERSFIELD,ARSENAL,0-1,0-1,3.8,6.1,6.8,45,55,11.0,3.0,19.0,5.0,7.0,23.0,77.0,23.0,19.0,11.0,1.0,0.0,0.0,3.0,4.0,9.0,2.0,4.0,27.0,80.0,13.0,36.0,7.0,0.0,0.0,0.0
WEST HAM,EVERTON,3-1,1-0,6.7,6.6,5.9,57,43,5.0,4.0,15.0,6.0,6.0,15.0,83.0,22.0,20.0,10.0,0.0,0.0,0.0,3.0,7.0,14.0,4.0,6.0,11.0,78.0,14.0,21.0,13.0,1.0,0.0,0.0
