Home Team,Away Team,Score,Half Time Score,Match Excitement,Home Team Rating,Away Team Rating,Home Team Possession %,Away Team Possession %,Home Team Off Target Shots,Home Team On Target Shots,Home Team Total Shots,Home Team Blocked Shots,Home Team Corners,Home Team Throw Ins,Home Team Pass Success %,Home Team Aerials Won,Home Team Clearances,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Off Target Shots,Away Team On Target Shots,Away Team Total Shots,Away Team Blocked Shots,Away Team Corners,Away Team Throw Ins,Away Team Pass Success %,Away Team Aerials Won,Away Team Clearances,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards
CRYSTAL PALACE,CARDIFF,0-0,0-0,3.8,6.4,6.1,62,38,12.0,5.0,31.0,14.0,12.0,32.0,82.0,22.0,13.0,9.0,0.0,0.0,0.0,4.0,4.0,9.0,1.0,1.0,20.0,67.0,24.0,47.0,11.0,3.0,0.0,0.0
BRIGHTON,ARSENAL,1-1,1-1,4.6,6.3,6.6,32,68,8.0,3.0,12.0,1.0,4.0,20.0,74.0,15.0,22.0,10.0,2.0,0.0,0.0,1.0,4.0,7.0,2.0,9.0,18.0,89.0,14.0,12.0,4.0,1.0,0.0,0.0
WATFORD,CHELSEA,1-2,1-1,5.7,5.5,6.9,35,65,6.0,2.0,11.0,3.0,3.0,16.0,78.0,20.0,12.0,15.0,1.0,0.0,0.0,5.0,4.0,10.0,1.0,4.0,14.0,89.0,15.0,13.0,5.0,0.0,0.0,0.0
SOUTHAMPTON,WEST HAM,1-2,0-0,5.7,6.1,6.6,46,54,3.0,5.0,11.0,3.0,4.0,23.0,77.0,16.0,31.0,10.0,2.0,0.0,0.0,6.0,5.0,16.0,5.0,6.0,33.0,77.0,18.0,20.0,3.0,0.0,0.0,0.0
LEICESTER CITY,CARDIFF,0-1,0-0,4.8,5.9,6.5,62,38,3.0,7.0,16.0,6.0,10.0,29.0,76.0,31.0,27.0,14.0,0.0,0.0,0.0,3.0,3.0,12.0,6.0,4.0,21.0,69.0,23.0,34.0,16.0,2.0,0.0,0.0
BRIGHTON,EVERTON,1-0,0-0,3.8,6.5,6.1,45,55,3.0,3.0,11.0,5.0,6.0,39.0,70.0,27.0,36.0,10.0,0.0,0.0,0.0,6.0,4.0,13.0,3.0,6.0,34.0,73.0,34.0,19.0,11.0,2.0,0.0,0.0
WATFORD,NEWCASTLE,1-1,0-1,4.4,6.3,6.5,63,37,2.0,5.0,12.0,5.0,3.0,26.0,86.0,31.0,28.0,17.0,1.0,0.0,0.0,4.0,2.0,8.0,2.0,6.0,11.0,71.0,23.0,34.0,16.0,2.0,0.0,0.0
FULHAM,HUDDERSFIELD,1-0,0-0,4.3,5.7,5.7,43,57,7.0,5.0,14.0,2.0,4.0,23.0,75.0,38.0,26.0,12.0,3.0,0.0,0.0,1.0,5.0,9.0,3.0,3.0,27.0,79.0,25.0,18.0,10.0,1.0,0.0,0.0
TOTTENHAM,WOLVES,1-3,1-0,6.9,5.4,7.8,61,39,4.0,3.0,10.0,3.0,6.0,20.0,88.0,13.0,18.0,7.0,3.0,0.0,0.0,4.0,4.0,11.0,3.0,7.0,16.0,80.0,15.0,14.0,7.0,2.0,0.0,0.0
LIVERPOOL,ARSENAL,5-1,4-1,6.1,8.6,4.1,48,52,3.0,10.0,15.0,2.0,5.0,11.0,83.0,7.0,15.0,8.0,1.0,0.0,0.0,3.0,2.0,8.0,3.0,3.0,15.0,84.0,8.0,14.0,13.0,2.0,0.0,0.0
CRYSTAL PALACE,CHELSEA,0-1,0-0,3.4,6.0,7.2,34,66,2.0,0.0,4.0,2.0,3.0,20.0,77.0,12.0,24.0,11.0,0.0,0.0,0.0,4.0,4.0,12.0,4.0,4.0,18.0,88.0,12.0,17.0,8.0,1.0,0.0,0.0
BURNLEY,WEST HAM,2-0,2-0,4.7,6.9,5.4,43,57,9.0,5.0,17.0,3.0,5.0,25.0,73.0,26.0,33.0,15.0,1.0,0.0,0.0,2.0,4.0,11.0,5.0,5.0,34.0,75.0,27.0,18.0,11.0,4.0,0.0,0.0
SOUTHAMPTON,MAN CITY,1-3,1-3,6.3,5.2,7.3,23,77,1.0,4.0,5.0,0.0,3.0,12.0,67.0,16.0,33.0,11.0,2.0,0.0,1.0,4.0,6.0,14.0,4.0,8.0,27.0,89.0,17.0,19.0,10.0,3.0,0.0,0.0
MAN UTD,BOURNEMOUTH,4-1,3-1,6.4,7.8,4.8,65,35,0.0,8.0,11.0,3.0,4.0,21.0,91.0,11.0,20.0,10.0,2.0,0.0,1.0,2.0,3.0,7.0,2.0,5.0,18.0,80.0,11.0,19.0,7.0,0.0,0.0,0.0
EVERTON,LEICESTER CITY,0-1,0-0,3.5,5.6,7.1,60,40,7.0,2.0,17.0,8.0,6.0,31.0,74.0,32.0,13.0,5.0,3.0,0.0,0.0,3.0,4.0,8.0,1.0,5.0,28.0,66.0,31.0,34.0,8.0,1.0,0.0,0.0
ARSENAL,FULHAM,4-1,1-0,6.6,7.8,5.1,60,40,4.0,9.0,16.0,3.0,8.0,26.0,79.0,20.0,16.0,7.0,0.0,0.0,0.0,4.0,4.0,9.0,1.0,3.0,11.0,74.0,19.0,33.0,12.0,1.0,0.0,0.0
CARDIFF,TOTTENHAM,0-3,0-3,4.6,5.3,8.0,27,73,2.0,3.0,5.0,1.0,5.0,11.0,74.0,14.0,14.0,6.0,1.0,0.0,0.0,6.0,4.0,13.0,3.0,3.0,18.0,91.0,14.0,24.0,6.0,0.0,0.0,0.0
HUDDERSFIELD,BURNLEY,1-2,1-1,6.1,5.1,6.6,43,57,3.0,2.0,9.0,4.0,5.0,27.0,65.0,42.0,20.0,11.0,1.0,1.0,0.0,7.0,8.0,16.0,1.0,2.0,29.0,78.0,34.0,31.0,9.0,4.0,0.0,1.0
WEST HAM,BRIGHTON,2-2,0-0,7.1,6.4,6.7,54,46,6.0,6.0,13.0,1.0,1.0,29.0,79.0,20.0,10.0,9.0,0.0,0.0,0.0,2.0,6.0,13.0,5.0,5.0,15.0,76.0,19.0,16.0,11.0,1.0,0.0,0.0
BOURNEMOUTH,WATFORD,3-3,3-3,8.9,7.1,5.8,57,43,8.0,12.0,25.0,5.0,4.0,20.0,76.0,26.0,16.0,9.0,1.0,0.0,0.0,6.0,3.0,11.0,2.0,2.0,19.0,70.0,34.0,23.0,15.0,4.0,0.0,0.0
WOLVES,CRYSTAL PALACE,0-2,0-0,4.9,5.1,7.5,52,48,5.0,1.0,9.0,3.0,3.0,18.0,82.0,26.0,40.0,9.0,4.0,0.0,0.0,6.0,4.0,17.0,7.0,10.0,23.0,80.0,15.0,9.0,7.0,1.0,0.0,0.0
CHELSEA,SOUTHAMPTON,0-0,0-0,2.8,6.8,6.8,72,28,2.0,6.0,17.0,9.0,7.0,28.0,85.0,14.0,20.0,8.0,1.0,0.0,0.0,3.0,2.0,6.0,1.0,2.0,18.0,66.0,18.0,42.0,11.0,2.0,0.0,0.0
NEWCASTLE,MAN UTD,0-2,0-0,4.5,5.6,7.1,35,65,8.0,3.0,14.0,3.0,1.0,30.0,72.0,14.0,13.0,10.0,1.0,0.0,0.0,6.0,7.0,16.0,3.0,2.0,24.0,86.0,22.0,22.0,9.0,2.0,0.0,0.0
MAN CITY,LIVERPOOL,2-1,1-0,5.7,6.6,6.0,50,50,4.0,4.0,9.0,1.0,2.0,23.0,81.0,19.0,31.0,12.0,4.0,0.0,0.0,2.0,5.0,7.0,1.0,1.0,29.0,79.0,9.0,21.0,7.0,2.0,0.0,0.0
WEST HAM,ARSENAL,1-0,0-0,3.6,6.9,5.9,41,59,7.0,3.0,11.0,1.0,7.0,15.0,81.0,12.0,11.0,7.0,0.0,0.0,0.0,8.0,2.0,11.0,1.0,3.0,20.0,86.0,7.0,11.0,10.0,2.0,0.0,0.0
LEICESTER CITY,SOUTHAMPTON,1-2,0-2,6.0,5.7,6.2,72,28,8.0,6.0,23.0,9.0,10.0,44.0,79.0,24.0,6.0,7.0,2.0,0.0,0.0,3.0,3.0,8.0,2.0,3.0,22.0,56.0,29.0,59.0,9.0,2.0,1.0,0.0
BURNLEY,FULHAM,2-1,2-1,5.4,6.2,5.9,42,58,5.0,1.0,11.0,5.0,2.0,25.0,67.0,30.0,28.0,5.0,1.0,0.0,0.0,4.0,4.0,12.0,4.0,6.0,23.0,81.0,31.0,23.0,9.0,2.0,0.0,0.0
CARDIFF,HUDDERSFIELD,0-0,0-0,1.9,5.8,6.4,39,61,0.0,0.0,3.0,3.0,3.0,18.0,57.0,30.0,26.0,12.0,3.0,0.0,0.0,4.0,2.0,14.0,8.0,10.0,24.0,70.0,45.0,25.0,14.0,1.0,0.0,0.0
CRYSTAL PALACE,WATFORD,1-2,1-0,6.4,6.2,6.4,55,45,6.0,6.0,15.0,3.0,7.0,24.0,76.0,23.0,25.0,11.0,1.0,0.0,0.0,9.0,2.0,16.0,5.0,7.0,21.0,78.0,25.0,38.0,11.0,4.0,0.0,0.0
BRIGHTON,LIVERPOOL,0-1,0-0,2.7,5.5,6.6,29,71,5.0,0.0,7.0,2.0,2.0,17.0,68.0,15.0,17.0,15.0,0.0,0.0,0.0,5.0,3.0,10.0,2.0,7.0,17.0,85.0,20.0,14.0,5.0,0.0,0.0,0.0
CHELSEA,NEWCASTLE,2-1,1-1,5.4,7.3,5.7,66,34,2.0,6.0,10.0,2.0,8.0,22.0,85.0,20.0,15.0,6.0,1.0,0.0,0.0,6.0,2.0,9.0,1.0,5.0,25.0,74.0,11.0,20.0,13.0,1.0,0.0,0.0
EVERTON,BOURNEMOUTH,2-0,0-0,5.6,6.3,6.0,51,49,8.0,3.0,15.0,4.0,5.0,26.0,75.0,28.0,30.0,17.0,5.0,0.0,0.0,7.0,7.0,16.0,2.0,9.0,29.0,69.0,32.0,21.0,8.0,0.0,0.0,0.0
TOTTENHAM,MAN UTD,0-1,0-1,4.9,6.3,6.7,61,39,6.0,11.0,21.0,4.0,7.0,27.0,84.0,10.0,18.0,8.0,1.0,0.0,0.0,3.0,8.0,13.0,2.0,4.0,21.0,74.0,14.0,25.0,8.0,2.0,0.0,0.0
MAN CITY,WOLVES,3-0,2-0,5.5,8.1,4.0,76,24,7.0,9.0,24.0,8.0,12.0,15.0,92.0,21.0,6.0,6.0,1.0,0.0,0.0,1.0,0.0,3.0,2.0,1.0,11.0,67.0,16.0,31.0,3.0,0.0,0.0,1.0
WOLVES,LEICESTER CITY,4-3,2-0,10.0,6.4,5.6,46,54,3.0,7.0,12.0,2.0,5.0,25.0,71.0,31.0,30.0,11.0,3.0,0.0,0.0,5.0,6.0,16.0,5.0,9.0,28.0,73.0,34.0,19.0,10.0,3.0,0.0,0.0
LIVERPOOL,CRYSTAL PALACE,4-3,0-1,10.0,7.1,5.6,71,29,7.0,9.0,19.0,3.0,8.0,26.0,86.0,17.0,16.0,6.0,1.0,1.0,0.0,3.0,3.0,9.0,3.0,3.0,11.0,70.0,15.0,37.0,8.0,1.0,0.0,0.0
NEWCASTLE,CARDIFF,3-0,1-0,5.3,7.6,5.2,53,47,5.0,6.0,16.0,5.0,7.0,38.0,76.0,39.0,29.0,11.0,0.0,0.0,0.0,5.0,1.0,9.0,3.0,10.0,27.0,66.0,28.0,17.0,6.0,1.0,0.0,0.0
MAN UTD,BRIGHTON,2-1,2-0,5.6,6.8,5.5,56,44,9.0,5.0,20.0,6.0,6.0,20.0,85.0,20.0,17.0,11.0,1.0,0.0,0.0,3.0,3.0,7.0,1.0,5.0,21.0,79.0,21.0,18.0,11.0,0.0,0.0,0.0
SOUTHAMPTON,EVERTON,2-1,0-0,5.7,7.2,5.8,39,61,4.0,4.0,11.0,3.0,7.0,22.0,68.0,40.0,41.0,12.0,2.0,0.0,0.0,1.0,2.0,7.0,4.0,6.0,36.0,74.0,31.0,14.0,11.0,1.0,0.0,0.0
WATFORD,BURNLEY,0-0,0-0,2.2,6.2,5.9,55,45,3.0,4.0,9.0,2.0,1.0,18.0,75.0,39.0,35.0,14.0,1.0,0.0,0.0,7.0,3.0,12.0,2.0,7.0,23.0,64.0,41.0,18.0,9.0,2.0,0.0,0.0
BOURNEMOUTH,WEST HAM,2-0,0-0,4.4,7.5,5.6,38,62,5.0,4.0,10.0,1.0,2.0,19.0,76.0,17.0,27.0,6.0,0.0,0.0,0.0,6.0,1.0,9.0,2.0,3.0,30.0,83.0,19.0,16.0,10.0,1.0,0.0,0.0
ARSENAL,CHELSEA,2-0,2-0,4.5,8.1,5.4,36,64,7.0,5.0,13.0,1.0,5.0,19.0,75.0,11.0,39.0,13.0,0.0,0.0,0.0,9.0,1.0,13.0,3.0,6.0,22.0,87.0,15.0,9.0,15.0,2.0,0.0,0.0
HUDDERSFIELD,MAN CITY,0-3,0-1,4.5,5.4,8.0,32,68,3.0,2.0,5.0,0.0,1.0,23.0,72.0,14.0,21.0,10.0,2.0,0.0,0.0,6.0,4.0,12.0,2.0,4.0,20.0,87.0,15.0,12.0,9.0,2.0,0.0,0.0
FULHAM,TOTTENHAM,1-2,1-0,6.5,5.9,6.4,27,73,5.0,4.0,12.0,3.0,7.0,19.0,69.0,20.0,37.0,10.0,2.0,0.0,0.0,6.0,5.0,14.0,3.0,10.0,31.0,84.0,27.0,17.0,8.0,3.0,0.0,0.0
HUDDERSFIELD,EVERTON,0-1,0-1,3.4,5.5,6.7,58,42,6.0,2.0,10.0,2.0,3.0,25.0,79.0,25.0,8.0,13.0,1.0,0.0,0.0,4.0,5.0,10.0,1.0,4.0,19.0,71.0,19.0,25.0,10.0,4.0,0.0,1.0
WOLVES,WEST HAM,3-0,0-0,5.6,7.8,4.8,55,45,4.0,9.0,20.0,7.0,5.0,27.0,80.0,24.0,13.0,8.0,4.0,0.0,0.0,3.0,0.0,4.0,1.0,1.0,25.0,75.0,16.0,23.0,10.0,1.0,0.0,0.0
FULHAM,BRIGHTON,4-2,0-2,9.6,7.3,4.9,62,38,9.0,8.0,24.0,7.0,10.0,21.0,85.0,30.0,27.0,10.0,2.0,0.0,0.0,4.0,6.0,15.0,5.0,1.0,25.0,75.0,35.0,31.0,5.0,3.0,0.0,0.0
ARSENAL,CARDIFF,2-1,0-0,6.3,6.8,5.6,71,29,5.0,4.0,15.0,6.0,4.0,25.0,86.0,9.0,25.0,14.0,3.0,0.0,0.0,9.0,2.0,19.0,8.0,7.0,20.0,69.0,21.0,25.0,12.0,3.0,0.0,0.0
NEWCASTLE,MAN CITY,2-1,0-1,5.4,6.7,6.0,24,76,3.0,2.0,7.0,2.0,1.0,20.0,63.0,13.0,28.0,9.0,2.0,0.0,0.0,3.0,4.0,12.0,5.0,8.0,23.0,89.0,18.0,11.0,7.0,3.0,0.0,0.0
MAN UTD,BURNLEY,2-2,0-0,9.2,6.9,5.3,74,26,11.0,9.0,28.0,8.0,11.0,24.0,87.0,19.0,16.0,10.0,1.0,0.0,0.0,0.0,4.0,6.0,2.0,3.0,18.0,61.0,25.0,54.0,9.0,3.0,0.0,0.0
BOURNEMOUTH,CHELSEA,4-0,0-0,6.7,8.2,5.4,32,68,2.0,7.0,12.0,3.0,3.0,16.0,76.0,12.0,42.0,8.0,1.0,0.0,0.0,2.0,7.0,11.0,2.0,7.0,20.0,90.0,9.0,7.0,6.0,0.0,0.0,0.0
SOUTHAMPTON,CRYSTAL PALACE,1-1,0-1,4.6,6.6,6.1,59,41,5.0,4.0,13.0,4.0,3.0,25.0,82.0,23.0,19.0,11.0,2.0,0.0,0.0,9.0,3.0,15.0,3.0,8.0,28.0,72.0,22.0,21.0,8.0,3.0,1.0,0.0
LIVERPOOL,LEICESTER CITY,1-1,1-1,4.0,6.6,6.7,72,28,5.0,3.0,10.0,2.0,7.0,30.0,87.0,15.0,15.0,13.0,1.0,0.0,0.0,2.0,2.0,5.0,1.0,1.0,17.0,65.0,19.0,48.0,6.0,3.0,0.0,0.0
TOTTENHAM,WATFORD,2-1,0-1,6.0,6.9,5.5,68,32,6.0,3.0,17.0,8.0,9.0,22.0,86.0,17.0,18.0,6.0,0.0,0.0,0.0,5.0,1.0,9.0,3.0,5.0,12.0,67.0,19.0,36.0,9.0,4.0,0.0,0.0
TOTTENHAM,NEWCASTLE,1-0,0-0,4.1,6.8,5.9,72,28,8.0,4.0,21.0,9.0,6.0,23.0,87.0,20.0,14.0,6.0,0.0,0.0,0.0,3.0,2.0,8.0,3.0,3.0,14.0,67.0,18.0,41.0,6.0,1.0,0.0,0.0
BRIGHTON,WATFORD,0-0,0-0,2.2,6.4,6.5,55,45,13.0,4.0,21.0,4.0,7.0,24.0,77.0,26.0,19.0,15.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,24.0,70.0,24.0,32.0,10.0,0.0,0.0,0.0
CHELSEA,HUDDERSFIELD,5-0,2-0,6.1,9.2,4.1,65,35,8.0,7.0,23.0,8.0,11.0,18.0,88.0,8.0,7.0,8.0,0.0,0.0,0.0,1.0,2.0,5.0,2.0,2.0,16.0,81.0,8.0,21.0,5.0,0.0,0.0,0.0
EVERTON,WOLVES,1-3,1-2,5.2,4.9,7.6,64,36,2.0,4.0,13.0,7.0,3.0,25.0,81.0,31.0,4.0,12.0,3.0,0.0,0.0,2.0,4.0,8.0,2.0,1.0,17.0,67.0,19.0,20.0,14.0,1.0,0.0,0.0
BURNLEY,SOUTHAMPTON,1-1,0-0,5.0,5.9,6.0,54,46,3.0,6.0,15.0,6.0,4.0,34.0,69.0,43.0,11.0,10.0,3.0,0.0,0.0,3.0,4.0,10.0,3.0,2.0,17.0,66.0,35.0,32.0,9.0,1.0,0.0,0.0
CRYSTAL PALACE,FULHAM,2-0,1-0,4.8,7.2,5.2,37,63,5.0,6.0,17.0,6.0,11.0,20.0,76.0,20.0,29.0,9.0,2.0,0.0,0.0,7.0,0.0,8.0,1.0,1.0,16.0,86.0,20.0,27.0,12.0,3.0,0.0,0.0
CARDIFF,BOURNEMOUTH,2-0,1-0,4.3,6.8,5.6,27,73,0.0,5.0,12.0,7.0,6.0,10.0,61.0,27.0,30.0,17.0,1.0,0.0,0.0,5.0,2.0,9.0,2.0,7.0,22.0,83.0,20.0,20.0,14.0,2.0,0.0,0.0
LEICESTER CITY,MAN UTD,0-1,0-1,4.1,5.6,6.7,45,55,8.0,6.0,17.0,3.0,7.0,21.0,78.0,8.0,15.0,14.0,4.0,0.0,0.0,2.0,6.0,10.0,2.0,2.0,30.0,81.0,8.0,22.0,9.0,4.0,0.0,0.0
MAN CITY,ARSENAL,3-1,2-1,6.5,8.0,5.2,59,41,3.0,12.0,19.0,4.0,4.0,20.0,88.0,19.0,16.0,11.0,1.0,0.0,0.0,1.0,2.0,4.0,2.0,2.0,20.0,78.0,5.0,26.0,8.0,1.0,0.0,0.0
WEST HAM,LIVERPOOL,1-1,1-1,4.3,6.0,6.9,27,73,7.0,2.0,13.0,4.0,2.0,14.0,65.0,19.0,27.0,9.0,1.0,0.0,0.0,3.0,6.0,11.0,2.0,5.0,31.0,84.0,17.0,17.0,11.0,1.0,0.0,0.0
FULHAM,MAN UTD,0-3,0-2,5.6,4.9,7.4,51,49,7.0,3.0,15.0,5.0,5.0,18.0,78.0,13.0,19.0,14.0,3.0,0.0,0.0,4.0,7.0,15.0,4.0,4.0,20.0,78.0,22.0,28.0,9.0,2.0,0.0,0.0
LIVERPOOL,BOURNEMOUTH,3-0,2-0,6.0,8.4,5.1,66,34,6.0,9.0,20.0,5.0,8.0,21.0,89.0,15.0,23.0,14.0,2.0,0.0,0.0,5.0,2.0,12.0,5.0,5.0,15.0,77.0,11.0,28.0,6.0,2.0,0.0,0.0
HUDDERSFIELD,ARSENAL,1-2,0-2,6.4,6.2,6.6,55,45,6.0,7.0,16.0,3.0,5.0,33.0,79.0,16.0,8.0,17.0,3.0,0.0,0.0,4.0,4.0,9.0,1.0,0.0,24.0,72.0,16.0,28.0,12.0,2.0,0.0,0.0
SOUTHAMPTON,CARDIFF,1-2,0-0,6.2,5.9,5.8,67,33,5.0,7.0,14.0,2.0,8.0,19.0,79.0,21.0,23.0,15.0,3.0,0.0,0.0,3.0,3.0,6.0,0.0,2.0,22.0,58.0,35.0,25.0,12.0,3.0,0.0,0.0
CRYSTAL PALACE,WEST HAM,1-1,0-1,5.1,6.3,6.5,57,43,10.0,5.0,25.0,10.0,10.0,26.0,82.0,11.0,19.0,12.0,3.0,0.0,0.0,1.0,4.0,6.0,2.0,4.0,12.0,74.0,14.0,34.0,9.0,0.0,0.0,0.0
WATFORD,EVERTON,1-0,0-0,3.7,6.3,6.2,44,56,3.0,2.0,7.0,2.0,8.0,25.0,67.0,21.0,28.0,21.0,2.0,0.0,0.0,4.0,4.0,9.0,1.0,2.0,22.0,75.0,45.0,35.0,10.0,1.0,1.0,0.0
BRIGHTON,BURNLEY,1-3,0-1,6.4,5.0,6.5,68,32,4.0,6.0,16.0,6.0,9.0,38.0,79.0,43.0,7.0,8.0,1.0,0.0,0.0,2.0,5.0,9.0,2.0,3.0,25.0,59.0,30.0,53.0,7.0,1.0,0.0,0.0
TOTTENHAM,LEICESTER CITY,3-1,1-0,7.5,6.1,5.9,53,47,2.0,5.0,12.0,5.0,2.0,18.0,84.0,15.0,9.0,11.0,3.0,0.0,0.0,9.0,9.0,20.0,2.0,9.0,20.0,81.0,22.0,19.0,4.0,1.0,0.0,0.0
MAN CITY,CHELSEA,6-0,4-0,6.9,9.3,4.1,56,44,5.0,9.0,15.0,1.0,2.0,13.0,93.0,10.0,22.0,9.0,1.0,0.0,0.0,3.0,4.0,12.0,5.0,2.0,12.0,88.0,3.0,11.0,13.0,2.0,0.0,0.0
WOLVES,NEWCASTLE,1-1,0-0,5.3,7.0,6.0,59,41,8.0,6.0,22.0,8.0,13.0,18.0,81.0,22.0,13.0,7.0,1.0,0.0,0.0,2.0,3.0,9.0,4.0,1.0,23.0,74.0,26.0,30.0,9.0,3.0,0.0,0.0
EVERTON,MAN CITY,0-2,0-1,4.6,5.7,7.5,39,61,0.0,1.0,4.0,3.0,5.0,26.0,75.0,17.0,23.0,12.0,1.0,0.0,0.0,4.0,4.0,15.0,7.0,6.0,23.0,86.0,29.0,25.0,6.0,1.0,0.0,0.0
CARDIFF,WATFORD,1-5,0-1,7.0,4.8,8.4,35,65,5.0,6.0,15.0,4.0,3.0,23.0,66.0,28.0,16.0,10.0,1.0,0.0,0.0,4.0,7.0,12.0,1.0,3.0,14.0,82.0,21.0,35.0,11.0,2.0,0.0,0.0
WEST HAM,FULHAM,3-1,2-1,7.0,7.5,5.4,55,45,9.0,7.0,21.0,5.0,12.0,21.0,82.0,21.0,10.0,11.0,1.0,0.0,0.0,2.0,5.0,8.0,1.0,0.0,12.0,82.0,19.0,32.0,11.0,1.0,0.0,0.0
BURNLEY,TOTTENHAM,2-1,0-0,6.1,6.5,5.6,30,70,3.0,4.0,10.0,3.0,7.0,28.0,62.0,26.0,42.0,9.0,1.0,0.0,0.0,5.0,6.0,17.0,6.0,6.0,25.0,79.0,22.0,22.0,12.0,3.0,0.0,0.0
BOURNEMOUTH,WOLVES,1-1,1-0,4.8,6.1,5.4,45,55,5.0,3.0,10.0,2.0,9.0,28.0,73.0,27.0,33.0,10.0,4.0,0.0,0.0,5.0,2.0,10.0,3.0,8.0,31.0,75.0,21.0,17.0,15.0,6.0,0.0,0.0
NEWCASTLE,HUDDERSFIELD,2-0,0-0,6.4,8.0,4.4,54,46,11.0,12.0,29.0,6.0,12.0,19.0,83.0,27.0,9.0,11.0,2.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,30.0,79.0,24.0,30.0,7.0,0.0,0.0,1.0
LEICESTER CITY,CRYSTAL PALACE,1-4,0-1,6.8,5.1,8.0,65,35,10.0,5.0,27.0,12.0,8.0,18.0,85.0,24.0,14.0,7.0,2.0,0.0,0.0,2.0,5.0,7.0,1.0,3.0,23.0,73.0,21.0,37.0,14.0,1.0,0.0,0.0
ARSENAL,SOUTHAMPTON,2-0,2-0,4.0,7.0,6.2,62,38,4.0,4.0,12.0,4.0,6.0,39.0,82.0,18.0,21.0,7.0,0.0,0.0,0.0,3.0,4.0,10.0,3.0,4.0,32.0,71.0,11.0,27.0,14.0,0.0,0.0,0.0
MAN UTD,LIVERPOOL,0-0,0-0,2.0,6.6,6.1,35,65,1.0,3.0,6.0,2.0,3.0,13.0,74.0,18.0,28.0,15.0,1.0,0.0,0.0,4.0,1.0,7.0,2.0,7.0,20.0,85.0,25.0,9.0,17.0,3.0,0.0,0.0
CHELSEA,BRIGHTON,3-0,1-0,4.4,8.0,5.3,68,32,8.0,4.0,17.0,5.0,7.0,15.0,91.0,17.0,8.0,5.0,0.0,0.0,0.0,2.0,1.0,3.0,0.0,1.0,15.0,80.0,15.0,24.0,9.0,0.0,0.0,0.0
LEICESTER CITY,BRIGHTON,2-1,1-0,5.7,6.6,5.9,49,51,9.0,3.0,19.0,7.0,4.0,19.0,83.0,27.0,33.0,6.0,1.0,0.0,0.0,9.0,3.0,15.0,3.0,8.0,27.0,81.0,19.0,12.0,4.0,1.0,0.0,0.0
HUDDERSFIELD,WOLVES,1-0,0-0,3.3,6.5,6.0,50,50,9.0,3.0,15.0,3.0,3.0,29.0,77.0,34.0,17.0,10.0,2.0,0.0,0.0,5.0,0.0,7.0,2.0,5.0,33.0,77.0,21.0,16.0,10.0,2.0,0.0,0.0
CARDIFF,EVERTON,0-3,0-1,4.4,4.9,7.8,33,67,5.0,0.0,6.0,1.0,3.0,29.0,56.0,41.0,28.0,12.0,3.0,0.0,0.0,5.0,4.0,12.0,3.0,4.0,37.0,80.0,37.0,33.0,12.0,1.0,0.0,0.0
NEWCASTLE,BURNLEY,2-0,2-0,4.0,6.8,5.5,54,46,9.0,3.0,13.0,1.0,4.0,36.0,74.0,35.0,35.0,8.0,1.0,0.0,0.0,6.0,2.0,12.0,4.0,7.0,33.0,66.0,43.0,19.0,8.0,3.0,0.0,0.0
ARSENAL,BOURNEMOUTH,5-1,2-1,7.0,8.2,4.9,65,35,4.0,7.0,16.0,5.0,9.0,21.0,89.0,10.0,18.0,11.0,2.0,0.0,0.0,3.0,5.0,13.0,5.0,4.0,17.0,80.0,15.0,20.0,9.0,2.0,0.0,0.0
SOUTHAMPTON,FULHAM,2-0,2-0,4.6,7.0,5.7,41,59,7.0,4.0,14.0,3.0,7.0,14.0,78.0,26.0,25.0,15.0,0.0,0.0,0.0,4.0,4.0,14.0,6.0,4.0,24.0,80.0,29.0,19.0,13.0,1.0,0.0,0.0
CRYSTAL PALACE,MAN UTD,1-3,0-1,6.0,5.5,7.3,45,55,11.0,2.0,17.0,4.0,5.0,22.0,80.0,16.0,14.0,8.0,2.0,0.0,0.0,5.0,4.0,13.0,4.0,6.0,20.0,81.0,24.0,19.0,9.0,3.0,0.0,0.0
LIVERPOOL,WATFORD,5-0,2-0,6.4,8.7,4.8,62,38,4.0,10.0,19.0,5.0,6.0,22.0,85.0,10.0,18.0,5.0,0.0,0.0,0.0,1.0,3.0,5.0,1.0,4.0,13.0,77.0,8.0,37.0,7.0,2.0,0.0,0.0
MAN CITY,WEST HAM,1-0,0-0,3.7,7.6,5.1,76,24,10.0,7.0,20.0,3.0,13.0,27.0,88.0,14.0,9.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,2.0,20.0,69.0,18.0,31.0,6.0,2.0,0.0,0.0
CHELSEA,TOTTENHAM,2-0,0-0,4.1,7.0,6.0,46,54,8.0,1.0,11.0,2.0,2.0,18.0,81.0,13.0,21.0,7.0,1.0,0.0,0.0,5.0,0.0,9.0,4.0,2.0,24.0,87.0,10.0,23.0,14.0,1.0,0.0,0.0
