Home Team,Away Team,Score,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,year
SWANSEA,LEICESTER CITY,2-0,7.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
BOURNEMOUTH,MAN CITY,0-2,8.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
CHELSEA,SWANSEA,3-1,11.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,2016
EVERTON,SUNDERLAND,2-0,10.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
WEST BROM,BOURNEMOUTH,2-1,12.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2016
CRYSTAL PALACE,MIDDLESBROUGH,1-0,13.0,3.0,0.0,0.0,15.0,1.0,0.0,0.0,2016
HULL CITY,BURNLEY,1-1,8.0,1.0,0.0,0.0,13.0,2.0,1.0,0.0,2016
WATFORD,WEST HAM,1-1,18.0,4.0,0.0,0.0,14.0,2.0,1.0,0.0,2016
TOTTENHAM,STOKE,4-0,11.0,2.0,0.0,0.0,14.0,3.0,0.0,0.0,2016
LEICESTER CITY,LIVERPOOL,3-1,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2016
MAN CITY,MAN UTD,0-0,10.0,1.0,0.0,0.0,8.0,1.0,0.0,1.0,2016
SOUTHAMPTON,ARSENAL,0-2,8.0,1.0,0.0,0.0,5.0,2.0,0.0,0.0,2016
MAN UTD,BOURNEMOUTH,1-1,9.0,3.0,0.0,0.0,11.0,3.0,1.0,0.0,2016
SWANSEA,BURNLEY,3-2,7.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2016
STOKE,MIDDLESBROUGH,2-0,16.0,1.0,0.0,0.0,20.0,2.0,0.0,0.0,2016
WEST BROM,CRYSTAL PALACE,0-2,8.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
LEICESTER CITY,HULL CITY,3-1,12.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2016
WATFORD,SOUTHAMPTON,3-4,16.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
LIVERPOOL,ARSENAL,3-1,8.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
TOTTENHAM,EVERTON,3-2,9.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
SUNDERLAND,MAN CITY,0-2,11.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,2016
WEST HAM,CHELSEA,1-2,8.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
MAN CITY,STOKE,0-0,8.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
BOURNEMOUTH,WEST HAM,3-2,20.0,4.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
EVERTON,WEST BROM,3-0,8.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2016
HULL CITY,SWANSEA,2-1,14.0,3.0,0.0,0.0,5.0,1.0,0.0,0.0,2016
LIVERPOOL,BURNLEY,2-1,12.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
ARSENAL,LEICESTER CITY,1-0,9.0,2.0,0.0,0.0,13.0,4.0,0.0,0.0,2016
MIDDLESBROUGH,SUNDERLAND,1-0,15.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
CRYSTAL PALACE,TOTTENHAM,0-1,13.0,3.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
CHELSEA,WATFORD,4-3,7.0,2.0,0.0,0.0,12.0,5.0,1.0,0.0,2016
SOUTHAMPTON,MAN UTD,0-0,7.0,2.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
WEST BROM,ARSENAL,3-1,5.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,2016
SUNDERLAND,BURNLEY,0-0,14.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,2016
STOKE,CHELSEA,1-2,16.0,5.0,1.0,0.0,11.0,2.0,0.0,0.0,2016
EVERTON,HULL CITY,4-0,9.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,2016
WEST HAM,LEICESTER CITY,2-3,10.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,2016
CRYSTAL PALACE,WATFORD,1-0,8.0,0.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
BOURNEMOUTH,SWANSEA,2-0,10.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
MIDDLESBROUGH,MAN UTD,1-3,9.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
TOTTENHAM,SOUTHAMPTON,2-1,12.0,3.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
MAN CITY,LIVERPOOL,1-1,14.0,3.0,0.0,0.0,7.0,3.0,0.0,0.0,2016
LIVERPOOL,EVERTON,3-1,17.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,2016
WATFORD,SUNDERLAND,1-0,12.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,2016
HULL CITY,WEST HAM,2-1,16.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
CHELSEA,CRYSTAL PALACE,1-2,12.0,3.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
MAN UTD,WEST BROM,0-0,15.0,3.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
LEICESTER CITY,STOKE,2-0,7.0,1.0,0.0,0.0,11.0,4.0,0.0,0.0,2016
BURNLEY,TOTTENHAM,0-2,9.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2016
SOUTHAMPTON,BOURNEMOUTH,0-0,14.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
SWANSEA,MIDDLESBROUGH,0-0,9.0,2.0,0.0,0.0,16.0,3.0,0.0,0.0,2016
ARSENAL,MAN CITY,2-2,8.0,3.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
LEICESTER CITY,SUNDERLAND,2-0,12.0,0.0,0.0,0.0,13.0,1.0,0.0,0.0,2016
BURNLEY,STOKE,1-0,9.0,3.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
WATFORD,WEST BROM,2-0,11.0,2.0,1.0,0.0,14.0,4.0,0.0,0.0,2016
MAN UTD,EVERTON,1-1,10.0,1.0,0.0,0.0,18.0,4.0,0.0,1.0,2016
SWANSEA,TOTTENHAM,1-3,7.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
ARSENAL,WEST HAM,3-0,11.0,2.0,0.0,0.0,5.0,2.0,0.0,0.0,2016
SOUTHAMPTON,CRYSTAL PALACE,3-1,16.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2016
HULL CITY,MIDDLESBROUGH,4-2,13.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
LIVERPOOL,BOURNEMOUTH,2-2,11.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
CHELSEA,MAN CITY,2-1,10.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,2016
TOTTENHAM,WATFORD,4-0,12.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
MAN CITY,HULL CITY,3-1,6.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2016
STOKE,LIVERPOOL,1-2,7.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2016
WEST BROM,SOUTHAMPTON,0-1,12.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,2016
MIDDLESBROUGH,BURNLEY,0-0,9.0,0.0,0.0,0.0,12.0,3.0,0.0,0.0,2016
WEST HAM,SWANSEA,1-0,12.0,5.0,0.0,0.0,12.0,1.0,0.0,0.0,2016
BOURNEMOUTH,CHELSEA,1-3,7.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
SUNDERLAND,MAN UTD,0-3,14.0,1.0,0.0,1.0,20.0,5.0,0.0,0.0,2016
EVERTON,LEICESTER CITY,4-2,8.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
CRYSTAL PALACE,ARSENAL,3-0,11.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
TOTTENHAM,BOURNEMOUTH,4-0,8.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
SUNDERLAND,WEST HAM,2-2,14.0,1.0,0.0,0.0,10.0,1.0,1.0,0.0,2016
STOKE,HULL CITY,3-1,12.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2016
EVERTON,BURNLEY,3-1,15.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,2016
CRYSTAL PALACE,LEICESTER CITY,2-2,10.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
WATFORD,SWANSEA,1-0,8.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2016
SOUTHAMPTON,MAN CITY,0-3,9.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
WEST BROM,LIVERPOOL,0-1,15.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,2016
MAN UTD,CHELSEA,2-0,16.0,3.0,0.0,0.0,20.0,3.0,0.0,0.0,2016
MIDDLESBROUGH,ARSENAL,1-2,11.0,2.0,0.0,0.0,16.0,2.0,0.0,0.0,2016
HULL CITY,WATFORD,2-0,10.0,3.0,0.0,1.0,11.0,1.0,0.0,0.0,2016
BOURNEMOUTH,MIDDLESBROUGH,4-0,4.0,0.0,0.0,0.0,14.0,3.0,1.0,0.0,2016
SWANSEA,STOKE,2-0,5.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
WEST HAM,EVERTON,0-0,9.0,2.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
BURNLEY,MAN UTD,0-2,17.0,2.0,0.0,0.0,16.0,1.0,0.0,0.0,2016
LIVERPOOL,CRYSTAL PALACE,1-2,8.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
CHELSEA,SOUTHAMPTON,4-2,13.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
ARSENAL,SUNDERLAND,2-0,15.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0,2016
MAN CITY,WEST BROM,3-1,8.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2016
LEICESTER CITY,TOTTENHAM,1-6,11.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
WEST BROM,LEICESTER CITY,0-1,14.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
SOUTHAMPTON,HULL CITY,0-0,9.0,0.0,0.0,0.0,13.0,3.0,0.0,0.0,2016
SUNDERLAND,BOURNEMOUTH,0-1,13.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
STOKE,WEST HAM,0-0,12.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,2016
CRYSTAL PALACE,BURNLEY,0-2,11.0,2.0,0.0,0.0,12.0,0.0,0.0,0.0,2016
MAN UTD,SWANSEA,1-1,11.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2016
EVERTON,CHELSEA,0-3,13.0,3.0,0.0,0.0,11.0,4.0,0.0,0.0,2016
MIDDLESBROUGH,MAN CITY,2-2,9.0,4.0,0.0,0.0,9.0,4.0,0.0,0.0,2016
TOTTENHAM,ARSENAL,2-0,7.0,1.0,0.0,0.0,15.0,3.0,0.0,0.0,2016
WATFORD,LIVERPOOL,0-1,11.0,3.0,0.0,0.0,9.0,1.0,0.0,0.0,2016
WEST HAM,TOTTENHAM,1-0,8.0,4.0,0.0,0.0,9.0,2.0,0.0,0.0,2016
MAN CITY,CRYSTAL PALACE,5-0,12.0,1.0,0.0,0.0,8.0,3.0,0.0,0.0,2016
BURNLEY,WEST BROM,2-2,9.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,2016
HULL CITY,SUNDERLAND,0-2,10.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
BOURNEMOUTH,STOKE,2-2,10.0,2.0,0.0,0.0,15.0,0.0,0.0,0.0,2016
LEICESTER CITY,WATFORD,3-0,8.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2016
SWANSEA,EVERTON,1-0,5.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2016
LIVERPOOL,SOUTHAMPTON,0-0,9.0,1.0,0.0,0.0,4.0,3.0,0.0,0.0,2016
ARSENAL,MAN UTD,2-0,14.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2016
CHELSEA,MIDDLESBROUGH,3-0,8.0,0.0,0.0,0.0,21.0,2.0,0.0,0.0,2016
EVERTON,WATFORD,1-0,7.0,0.0,0.0,0.0,11.0,3.0,0.0,0.0,2016
WEST BROM,CHELSEA,0-1,13.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,2016
MAN CITY,LEICESTER CITY,2-1,12.0,3.0,0.0,0.0,16.0,3.0,0.0,0.0,2016
SUNDERLAND,SWANSEA,0-2,13.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,2016
MIDDLESBROUGH,SOUTHAMPTON,1-2,19.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,2016
BOURNEMOUTH,BURNLEY,2-1,6.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2016
STOKE,ARSENAL,1-4,13.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,2016
CRYSTAL PALACE,HULL CITY,4-0,13.0,3.0,0.0,0.0,14.0,5.0,0.0,0.0,2016
WEST HAM,LIVERPOOL,0-4,5.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2016
TOTTENHAM,MAN UTD,2-1,14.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,2016
SOUTHAMPTON,STOKE,0-1,12.0,2.0,0.0,0.0,10.0,4.0,0.0,0.0,2016
WATFORD,MAN CITY,0-5,12.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2016
HULL CITY,TOTTENHAM,1-7,14.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2016
LIVERPOOL,MIDDLESBROUGH,3-0,13.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2016
SWANSEA,WEST BROM,2-1,8.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
ARSENAL,EVERTON,3-1,10.0,2.0,0.0,1.0,15.0,4.0,0.0,0.0,2016
CHELSEA,SUNDERLAND,5-1,8.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,2016
MAN UTD,CRYSTAL PALACE,2-0,16.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2016
LEICESTER CITY,BOURNEMOUTH,1-1,11.0,4.0,0.0,0.0,10.0,1.0,0.0,0.0,2016
BURNLEY,WEST HAM,1-2,11.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2016
ARSENAL,LEICESTER CITY,4-3,9.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2017
WATFORD,LIVERPOOL,3-3,14.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2017
CHELSEA,BURNLEY,2-3,16.0,4.0,1.0,1.0,11.0,3.0,0.0,0.0,2017
EVERTON,STOKE,1-0,13.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2017
WEST BROM,BOURNEMOUTH,1-0,15.0,3.0,0.0,0.0,3.0,1.0,0.0,0.0,2017
SOUTHAMPTON,SWANSEA,0-0,10.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,2017
CRYSTAL PALACE,HUDDERSFIELD,0-3,7.0,1.0,0.0,0.0,19.0,3.0,0.0,0.0,2017
BRIGHTON,MAN CITY,0-2,6.0,0.0,0.0,0.0,9.0,2.0,0.0,0.0,2017
NEWCASTLE,TOTTENHAM,0-2,6.0,1.0,0.0,1.0,10.0,2.0,0.0,0.0,2017
MAN UTD,WEST HAM,4-0,19.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,2017
SWANSEA,MAN UTD,0-4,12.0,1.0,0.0,0.0,11.0,1.0,0.0,0.0,2017
LIVERPOOL,CRYSTAL PALACE,1-0,12.0,1.0,0.0,0.0,13.0,3.0,0.0,0.0,2017
LEICESTER CITY,BRIGHTON,2-0,8.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2017
BURNLEY,WEST BROM,0-1,11.0,1.0,0.0,0.0,11.0,0.0,0.0,1.0,2017
SOUTHAMPTON,WEST HAM,3-2,18.0,1.0,0.0,0.0,10.0,1.0,0.0,1.0,2017
BOURNEMOUTH,WATFORD,0-2,6.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,2017
STOKE,ARSENAL,1-0,6.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2017
HUDDERSFIELD,NEWCASTLE,1-0,13.0,3.0,0.0,0.0,10.0,4.0,0.0,0.0,2017
TOTTENHAM,CHELSEA,1-2,14.0,4.0,0.0,0.0,21.0,3.0,0.0,0.0,2017
MAN CITY,EVERTON,1-1,7.0,2.0,1.0,0.0,9.0,3.0,1.0,0.0,2017
BOURNEMOUTH,MAN CITY,1-2,13.0,5.0,0.0,0.0,14.0,5.0,1.0,0.0,2017
NEWCASTLE,WEST HAM,3-0,17.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,2017
HUDDERSFIELD,SOUTHAMPTON,0-0,10.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2017
CRYSTAL PALACE,SWANSEA,0-2,9.0,4.0,0.0,0.0,6.0,1.0,0.0,0.0,2017
WATFORD,BRIGHTON,0-0,7.0,0.0,0.0,1.0,18.0,1.0,0.0,0.0,2017
MAN UTD,LEICESTER CITY,2-0,8.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,2017
CHELSEA,EVERTON,2-0,12.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,2017
WEST BROM,STOKE,1-1,10.0,2.0,0.0,0.0,9.0,2.0,0.0,0.0,2017
LIVERPOOL,ARSENAL,4-0,6.0,2.0,0.0,0.0,9.0,4.0,0.0,0.0,2017
TOTTENHAM,BURNLEY,1-1,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017
MAN CITY,LIVERPOOL,5-0,10.0,2.0,0.0,0.0,9.0,2.0,0.0,1.0,2017
ARSENAL,BOURNEMOUTH,3-0,14.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2017
EVERTON,TOTTENHAM,0-3,14.0,3.0,0.0,0.0,14.0,1.0,0.0,0.0,2017
LEICESTER CITY,CHELSEA,1-2,11.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2017
SOUTHAMPTON,WATFORD,0-2,8.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,2017
BRIGHTON,WEST BROM,3-1,9.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,2017
STOKE,MAN UTD,2-2,10.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2017
BURNLEY,CRYSTAL PALACE,1-0,7.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,2017
SWANSEA,NEWCASTLE,0-1,11.0,2.0,0.0,0.0,15.0,3.0,0.0,0.0,2017
WEST HAM,HUDDERSFIELD,2-0,11.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,2017
BOURNEMOUTH,BRIGHTON,2-1,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2017
CRYSTAL PALACE,SOUTHAMPTON,0-1,14.0,5.0,0.0,0.0,13.0,1.0,0.0,0.0,2017
LIVERPOOL,BURNLEY,1-1,7.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2017
NEWCASTLE,STOKE,2-1,13.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,2017
WEST BROM,WEST HAM,0-0,15.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,2017
HUDDERSFIELD,LEICESTER CITY,1-1,6.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2017
WATFORD,MAN CITY,0-6,8.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,2017
TOTTENHAM,SWANSEA,0-0,11.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,2017
CHELSEA,ARSENAL,0-0,11.0,2.0,0.0,1.0,15.0,3.0,0.0,0.0,2017
MAN UTD,EVERTON,4-0,15.0,1.0,0.0,0.0,14.0,1.0,0.0,0.0,2017
WEST HAM,TOTTENHAM,2-3,10.0,4.0,0.0,0.0,20.0,3.0,1.0,0.0,2017
MAN CITY,CRYSTAL PALACE,5-0,6.0,3.0,0.0,0.0,7.0,1.0,0.0,0.0,2017
SWANSEA,WATFORD,1-2,9.0,1.0,0.0,0.0,16.0,3.0,0.0,0.0,2017
STOKE,CHELSEA,0-4,5.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2017
EVERTON,BOURNEMOUTH,2-1,12.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,2017
BURNLEY,HUDDERSFIELD,0-0,9.0,3.0,0.0,0.0,14.0,2.0,0.0,0.0,2017
SOUTHAMPTON,MAN UTD,0-1,12.0,1.0,0.0,0.0,9.0,4.0,0.0,0.0,2017
LEICESTER CITY,LIVERPOOL,2-3,13.0,3.0,0.0,0.0,14.0,3.0,0.0,0.0,2017
BRIGHTON,NEWCASTLE,1-0,6.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2017
ARSENAL,WEST BROM,2-0,8.0,1.0,0.0,0.0,17.0,4.0,0.0,0.0,2017
HUDDERSFIELD,TOTTENHAM,0-4,7.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2017
WEST BROM,WATFORD,2-2,12.0,3.0,0.0,0.0,11.0,0.0,0.0,0.0,2017
MAN UTD,CRYSTAL PALACE,4-0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017
WEST HAM,SWANSEA,1-0,15.0,3.0,0.0,0.0,13.0,2.0,0.0,0.0,2017
BOURNEMOUTH,LEICESTER CITY,0-0,6.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2017
STOKE,SOUTHAMPTON,2-1,11.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,2017
CHELSEA,MAN CITY,0-1,8.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2017
ARSENAL,BRIGHTON,2-0,7.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0,2017
EVERTON,BURNLEY,0-1,14.0,2.0,0.0,0.0,7.0,2.0,0.0,0.0,2017
NEWCASTLE,LIVERPOOL,1-1,11.0,1.0,0.0,0.0,6.0,1.0,0.0,0.0,2017
LIVERPOOL,MAN UTD,0-0,7.0,0.0,0.0,0.0,13.0,2.0,0.0,0.0,2017
MAN CITY,STOKE,7-2,5.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2017
SWANSEA,HUDDERSFIELD,2-0,12.0,1.0,0.0,0.0,16.0,5.0,0.0,0.0,2017
TOTTENHAM,BOURNEMOUTH,1-0,9.0,1.0,0.0,0.0,7.0,3.0,0.0,0.0,2017
BURNLEY,WEST HAM,1-1,11.0,2.0,0.0,0.0,14.0,3.0,1.0,0.0,2017
CRYSTAL PALACE,CHELSEA,2-1,7.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,2017
WATFORD,ARSENAL,2-1,8.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2017
BRIGHTON,EVERTON,1-1,12.0,4.0,0.0,0.0,10.0,1.0,0.0,0.0,2017
SOUTHAMPTON,NEWCASTLE,2-2,11.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2017
LEICESTER CITY,WEST BROM,1-1,13.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,2017
WEST HAM,BRIGHTON,0-3,5.0,1.0,0.0,0.0,13.0,0.0,0.0,0.0,2017
CHELSEA,WATFORD,4-2,13.0,2.0,0.0,0.0,16.0,3.0,0.0,0.0,2017
MAN CITY,BURNLEY,3-0,10.0,2.0,0.0,0.0,6.0,3.0,0.0,0.0,2017
SWANSEA,LEICESTER CITY,1-2,6.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,2017
NEWCASTLE,CRYSTAL PALACE,1-0,12.0,4.0,0.0,0.0,14.0,2.0,0.0,0.0,2017
STOKE,BOURNEMOUTH,1-2,17.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2017
HUDDERSFIELD,MAN UTD,2-1,10.0,4.0,0.0,0.0,12.0,2.0,0.0,0.0,2017
SOUTHAMPTON,WEST BROM,1-0,10.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2017
EVERTON,ARSENAL,2-5,14.0,2.0,1.0,0.0,14.0,1.0,0.0,0.0,2017
TOTTENHAM,LIVERPOOL,4-1,2.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2017
MAN UTD,TOTTENHAM,1-0,12.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,2017
WATFORD,STOKE,0-1,10.0,4.0,0.0,0.0,9.0,4.0,0.0,0.0,2017
LIVERPOOL,HUDDERSFIELD,3-0,10.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,2017
ARSENAL,SWANSEA,2-1,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2017
WEST BROM,MAN CITY,2-3,10.0,2.0,0.0,0.0,7.0,3.0,0.0,0.0,2017
CRYSTAL PALACE,WEST HAM,2-2,18.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,2017
BOURNEMOUTH,CHELSEA,0-1,5.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2017
BRIGHTON,SOUTHAMPTON,1-1,9.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,2017
LEICESTER CITY,EVERTON,2-0,6.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2017
BURNLEY,NEWCASTLE,1-0,9.0,3.0,0.0,0.0,10.0,0.0,0.0,0.0,2017
STOKE,LEICESTER CITY,2-2,12.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2017
SWANSEA,BRIGHTON,0-1,13.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2017
NEWCASTLE,BOURNEMOUTH,0-1,11.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,2017
HUDDERSFIELD,WEST BROM,1-0,8.0,2.0,1.0,0.0,15.0,4.0,0.0,0.0,2017
SOUTHAMPTON,BURNLEY,0-1,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2017
WEST HAM,LIVERPOOL,1-4,9.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,2017
TOTTENHAM,CRYSTAL PALACE,1-0,6.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,2017
MAN CITY,ARSENAL,3-1,15.0,1.0,0.0,0.0,15.0,6.0,0.0,0.0,2017
CHELSEA,MAN UTD,1-0,16.0,1.0,0.0,0.0,20.0,3.0,0.0,0.0,2017
EVERTON,WATFORD,3-2,14.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2017
ARSENAL,TOTTENHAM,2-0,11.0,4.0,0.0,0.0,16.0,1.0,0.0,0.0,2017
WEST BROM,CHELSEA,0-4,13.0,2.0,0.0,0.0,12.0,3.0,0.0,0.0,2017
LEICESTER CITY,MAN CITY,0-2,8.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2017
BURNLEY,SWANSEA,2-0,12.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2017
LIVERPOOL,SOUTHAMPTON,3-0,15.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2017
CRYSTAL PALACE,EVERTON,2-2,9.0,2.0,0.0,0.0,26.0,3.0,0.0,0.0,2017
BOURNEMOUTH,HUDDERSFIELD,4-0,13.0,4.0,1.0,0.0,10.0,2.0,0.0,0.0,2017
MAN UTD,NEWCASTLE,4-1,10.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2017
WATFORD,WEST HAM,2-0,13.0,1.0,0.0,0.0,10.0,4.0,0.0,0.0,2017
