Home Team,Away Team,Score,Home Team Fouls,Home Team Yellow Cards,Home Team Second Yellow Cards,Home Team Red Cards,Away Team Fouls,Away Team Yellow Cards,Away Team Second Yellow Cards,Away Team Red Cards,year
SWANSEA,MAN UTD,2-1,6.0,2.0,0.0,0.0,15.0,4.0,0.0,0.0,2014
CHELSEA,BURNLEY,1-1,9.0,1.0,0.0,1.0,9.0,2.0,0.0,0.0,2014
CRYSTAL PALACE,ARSENAL,1-2,15.0,1.0,0.0,0.0,14.0,3.0,0.0,0.0,2014
HULL CITY,QPR,2-1,18.0,0.0,0.0,0.0,16.0,4.0,0.0,1.0,2014
MAN CITY,NEWCASTLE,5-0,9.0,3.0,0.0,0.0,8.0,2.0,0.0,0.0,2014
TOTTENHAM,WEST HAM,2-2,6.0,0.0,0.0,0.0,12.0,2.0,0.0,0.0,2014
EVERTON,LEICESTER CITY,2-2,7.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,2014
SOUTHAMPTON,LIVERPOOL,0-2,11.0,2.0,0.0,0.0,14.0,3.0,0.0,0.0,2014
WEST HAM,CRYSTAL PALACE,1-3,12.0,2.0,0.0,0.0,19.0,3.0,1.0,0.0,2014
MAN UTD,SUNDERLAND,2-0,6.0,1.0,0.0,0.0,11.0,1.0,0.0,1.0,2014
BURNLEY,SWANSEA,0-1,14.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2014
NEWCASTLE,ASTON VILLA,1-0,6.0,1.0,0.0,0.0,16.0,5.0,0.0,0.0,2014
STOKE,HULL CITY,1-0,9.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,2014
WEST BROM,SOUTHAMPTON,1-0,10.0,2.0,0.0,0.0,17.0,1.0,0.0,0.0,2014
LIVERPOOL,MAN CITY,2-1,8.0,1.0,0.0,0.0,16.0,4.0,0.0,0.0,2014
ARSENAL,EVERTON,2-0,12.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2014
QPR,TOTTENHAM,1-2,15.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2014
LEICESTER CITY,CHELSEA,1-3,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2014
ASTON VILLA,WEST BROM,2-1,15.0,2.0,0.0,0.0,13.0,4.0,0.0,0.0,2014
SOUTHAMPTON,CRYSTAL PALACE,1-0,11.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2014
HULL CITY,SUNDERLAND,1-1,9.0,2.0,0.0,0.0,15.0,6.0,0.0,0.0,2014
WEST HAM,CHELSEA,0-1,10.0,3.0,0.0,0.0,10.0,4.0,0.0,0.0,2014
MAN CITY,LEICESTER CITY,2-0,11.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,2014
NEWCASTLE,MAN UTD,0-1,6.0,1.0,0.0,0.0,14.0,2.0,0.0,0.0,2014
QPR,ARSENAL,1-2,10.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2014
STOKE,EVERTON,2-0,11.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2014
TOTTENHAM,SWANSEA,3-2,14.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2014
LIVERPOOL,BURNLEY,2-0,8.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,2014
CRYSTAL PALACE,QPR,3-1,17.0,1.0,0.0,0.0,16.0,3.0,0.0,0.0,2014
SUNDERLAND,ASTON VILLA,0-4,10.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2014
ARSENAL,WEST HAM,3-0,10.0,1.0,0.0,0.0,9.0,1.0,0.0,0.0,2014
WEST BROM,STOKE,1-0,7.0,1.0,0.0,0.0,16.0,2.0,0.0,0.0,2014
LEICESTER CITY,HULL CITY,0-0,10.0,0.0,0.0,0.0,15.0,5.0,1.0,0.0,2014
BURNLEY,MAN CITY,1-0,6.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,2014
CHELSEA,SOUTHAMPTON,1-1,10.0,3.0,0.0,0.0,11.0,3.0,0.0,0.0,2014
EVERTON,NEWCASTLE,3-0,11.0,1.0,0.0,0.0,10.0,2.0,0.0,1.0,2014
MAN UTD,TOTTENHAM,3-0,12.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2014
SWANSEA,LIVERPOOL,0-1,13.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,2014
MAN CITY,WEST BROM,3-0,6.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2014
STOKE,CRYSTAL PALACE,1-2,15.0,3.0,0.0,0.0,14.0,4.0,0.0,0.0,2014
TOTTENHAM,LEICESTER CITY,4-3,8.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,2014
SOUTHAMPTON,BURNLEY,2-0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2014
ASTON VILLA,SWANSEA,0-1,13.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,2014
NEWCASTLE,ARSENAL,1-2,11.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2014
WEST HAM,SUNDERLAND,1-0,14.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,2014
LIVERPOOL,MAN UTD,1-2,14.0,2.0,0.0,1.0,17.0,2.0,0.0,0.0,2014
QPR,EVERTON,1-2,11.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2014
HULL CITY,CHELSEA,2-3,14.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2014
ARSENAL,LIVERPOOL,4-1,7.0,1.0,0.0,0.0,9.0,1.0,1.0,0.0,2014
LEICESTER CITY,WEST HAM,2-1,12.0,0.0,0.0,0.0,10.0,3.0,0.0,0.0,2014
SWANSEA,HULL CITY,3-1,11.0,1.0,0.0,0.0,14.0,5.0,0.0,1.0,2014
EVERTON,SOUTHAMPTON,1-0,12.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,2014
WEST BROM,QPR,1-4,6.0,2.0,0.0,1.0,15.0,3.0,0.0,0.0,2014
MAN UTD,ASTON VILLA,3-1,15.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2014
CHELSEA,STOKE,2-1,5.0,1.0,0.0,0.0,22.0,6.0,0.0,0.0,2014
BURNLEY,TOTTENHAM,0-0,9.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,2014
SUNDERLAND,NEWCASTLE,1-0,14.0,5.0,0.0,0.0,18.0,2.0,0.0,0.0,2014
CRYSTAL PALACE,MAN CITY,2-1,11.0,2.0,0.0,0.0,11.0,1.0,0.0,0.0,2014
SWANSEA,EVERTON,1-1,18.0,3.0,0.0,0.0,12.0,3.0,0.0,0.0,2014
SUNDERLAND,CRYSTAL PALACE,1-4,15.0,2.0,0.0,0.0,17.0,2.0,0.0,0.0,2014
TOTTENHAM,ASTON VILLA,0-1,11.0,3.0,0.0,0.0,12.0,3.0,1.0,0.0,2014
WEST BROM,LEICESTER CITY,2-3,15.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2014
WEST HAM,STOKE,1-1,17.0,3.0,0.0,0.0,13.0,1.0,0.0,0.0,2014
SOUTHAMPTON,HULL CITY,2-0,7.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,2014
BURNLEY,ARSENAL,0-1,15.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,2014
QPR,CHELSEA,0-1,12.0,2.0,0.0,0.0,6.0,1.0,0.0,0.0,2014
MAN UTD,MAN CITY,4-2,9.0,0.0,0.0,0.0,16.0,3.0,0.0,0.0,2014
LIVERPOOL,NEWCASTLE,2-0,8.0,2.0,0.0,0.0,17.0,1.0,1.0,0.0,2014
ASTON VILLA,QPR,3-3,8.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,2014
LEICESTER CITY,SWANSEA,2-0,6.0,0.0,0.0,0.0,5.0,2.0,0.0,0.0,2014
CRYSTAL PALACE,WEST BROM,0-2,17.0,3.0,0.0,0.0,17.0,3.0,0.0,0.0,2014
STOKE,SOUTHAMPTON,2-1,17.0,0.0,0.0,0.0,17.0,4.0,0.0,0.0,2014
EVERTON,BURNLEY,1-0,12.0,1.0,0.0,0.0,15.0,3.0,1.0,0.0,2014
CHELSEA,MAN UTD,1-0,13.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,2014
MAN CITY,WEST HAM,2-0,10.0,2.0,0.0,0.0,6.0,2.0,0.0,0.0,2014
NEWCASTLE,TOTTENHAM,1-3,11.0,2.0,0.0,0.0,13.0,4.0,0.0,0.0,2014
HULL CITY,LIVERPOOL,1-0,10.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2014
ARSENAL,SUNDERLAND,0-0,6.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2014
SOUTHAMPTON,TOTTENHAM,2-2,9.0,1.0,0.0,0.0,10.0,3.0,0.0,0.0,2014
NEWCASTLE,SWANSEA,2-3,14.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2014
QPR,WEST HAM,0-0,14.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2014
STOKE,SUNDERLAND,1-1,14.0,2.0,0.0,0.0,15.0,3.0,0.0,0.0,2014
WEST BROM,LIVERPOOL,0-0,12.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2014
BURNLEY,LEICESTER CITY,0-1,16.0,3.0,0.0,0.0,16.0,0.0,0.0,0.0,2014
CRYSTAL PALACE,HULL CITY,0-2,15.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2014
MAN CITY,ASTON VILLA,3-2,13.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2014
EVERTON,MAN UTD,3-0,6.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,2014
ARSENAL,CHELSEA,0-0,17.0,4.0,0.0,0.0,11.0,3.0,0.0,0.0,2014
LEICESTER CITY,NEWCASTLE,3-0,10.0,1.0,0.0,0.0,13.0,4.0,2.0,0.0,2014
SUNDERLAND,SOUTHAMPTON,2-1,12.0,2.0,0.0,0.0,13.0,2.0,0.0,1.0,2014
SWANSEA,STOKE,2-0,9.0,1.0,0.0,0.0,18.0,3.0,1.0,0.0,2014
WEST HAM,BURNLEY,1-0,11.0,3.0,0.0,0.0,7.0,2.0,0.0,1.0,2014
ASTON VILLA,EVERTON,3-2,13.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2014
LIVERPOOL,QPR,2-1,9.0,2.0,0.0,0.0,18.0,4.0,1.0,0.0,2014
MAN UTD,WEST BROM,0-1,10.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2014
CHELSEA,CRYSTAL PALACE,1-0,12.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2014
TOTTENHAM,MAN CITY,0-1,6.0,3.0,0.0,0.0,11.0,4.0,0.0,0.0,2014
HULL CITY,ARSENAL,1-3,8.0,2.0,0.0,0.0,11.0,0.0,0.0,0.0,2014
EVERTON,SUNDERLAND,0-2,10.0,2.0,0.0,0.0,9.0,3.0,0.0,0.0,2014
ASTON VILLA,WEST HAM,1-0,6.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2014
NEWCASTLE,WEST BROM,1-1,11.0,2.0,0.0,0.0,17.0,3.0,0.0,0.0,2014
STOKE,TOTTENHAM,3-0,14.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,2014
LEICESTER CITY,SOUTHAMPTON,2-0,12.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,2014
HULL CITY,BURNLEY,0-1,16.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2014
CRYSTAL PALACE,MAN UTD,1-2,13.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,2014
MAN CITY,QPR,6-0,12.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,2014
CHELSEA,LIVERPOOL,1-1,13.0,4.0,0.0,0.0,11.0,3.0,0.0,0.0,2014
ARSENAL,SWANSEA,0-1,7.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2014
SOUTHAMPTON,ASTON VILLA,6-1,19.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2014
SUNDERLAND,LEICESTER CITY,0-0,14.0,4.0,0.0,0.0,15.0,1.0,0.0,0.0,2014
QPR,NEWCASTLE,2-1,12.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2014
TOTTENHAM,HULL CITY,2-0,10.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,2014
BURNLEY,STOKE,0-0,14.0,1.0,0.0,0.0,9.0,2.0,0.0,0.0,2014
WEST HAM,EVERTON,1-2,12.0,1.0,0.0,0.0,14.0,4.0,0.0,0.0,2014
LIVERPOOL,CRYSTAL PALACE,1-3,10.0,2.0,0.0,0.0,17.0,3.0,0.0,0.0,2014
SWANSEA,MAN CITY,2-4,8.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2014
MAN UTD,ARSENAL,1-1,16.0,1.0,0.0,0.0,8.0,0.0,0.0,0.0,2014
WEST BROM,CHELSEA,3-0,12.0,3.0,0.0,0.0,11.0,2.0,0.0,1.0,2014
NEWCASTLE,WEST HAM,2-0,9.0,2.0,0.0,0.0,9.0,1.0,0.0,0.0,2014
ARSENAL,WEST BROM,4-1,6.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2014
STOKE,LIVERPOOL,6-1,13.0,4.0,0.0,0.0,4.0,2.0,0.0,0.0,2014
CHELSEA,SUNDERLAND,3-1,12.0,2.0,0.0,0.0,8.0,1.0,0.0,0.0,2014
EVERTON,TOTTENHAM,0-1,12.0,1.0,0.0,0.0,8.0,2.0,0.0,0.0,2014
LEICESTER CITY,QPR,5-1,7.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,2014
CRYSTAL PALACE,SWANSEA,1-0,22.0,3.0,0.0,0.0,13.0,0.0,0.0,0.0,2014
HULL CITY,MAN UTD,0-0,12.0,2.0,0.0,0.0,15.0,2.0,0.0,1.0,2014
ASTON VILLA,BURNLEY,0-1,11.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,2014
MAN CITY,SOUTHAMPTON,2-0,13.0,1.0,0.0,0.0,8.0,1.0,0.0,0.0,2014
MAN UTD,TOTTENHAM,1-0,12.0,2.0,0.0,0.0,12.0,3.0,0.0,0.0,2015
EVERTON,WATFORD,2-2,7.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
NORWICH,CRYSTAL PALACE,1-3,14.0,1.0,0.0,0.0,20.0,0.0,0.0,0.0,2015
LEICESTER CITY,SUNDERLAND,4-2,13.0,2.0,0.0,0.0,17.0,4.0,0.0,0.0,2015
BOURNEMOUTH,ASTON VILLA,0-1,13.0,3.0,0.0,0.0,13.0,4.0,0.0,0.0,2015
CHELSEA,SWANSEA,2-2,15.0,1.0,0.0,1.0,16.0,3.0,0.0,0.0,2015
NEWCASTLE,SOUTHAMPTON,2-2,9.0,2.0,0.0,0.0,12.0,4.0,0.0,0.0,2015
ARSENAL,WEST HAM,0-2,12.0,1.0,0.0,0.0,9.0,3.0,0.0,0.0,2015
STOKE,LIVERPOOL,0-1,9.0,2.0,0.0,0.0,16.0,4.0,0.0,0.0,2015
WEST BROM,MAN CITY,0-3,12.0,4.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
ASTON VILLA,MAN UTD,0-1,14.0,2.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
SOUTHAMPTON,EVERTON,0-3,11.0,4.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
SUNDERLAND,NORWICH,1-3,7.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,2015
SWANSEA,NEWCASTLE,2-0,11.0,2.0,0.0,0.0,8.0,2.0,1.0,0.0,2015
TOTTENHAM,STOKE,2-2,15.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
WEST HAM,LEICESTER CITY,1-2,11.0,1.0,0.0,1.0,12.0,3.0,0.0,0.0,2015
WATFORD,WEST BROM,0-0,13.0,1.0,0.0,0.0,10.0,2.0,0.0,0.0,2015
CRYSTAL PALACE,ARSENAL,1-2,14.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
MAN CITY,CHELSEA,3-0,19.0,4.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
LIVERPOOL,BOURNEMOUTH,1-0,11.0,1.0,0.0,0.0,18.0,4.0,0.0,0.0,2015
MAN UTD,NEWCASTLE,0-0,15.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
SUNDERLAND,SWANSEA,1-1,16.0,4.0,0.0,0.0,9.0,2.0,0.0,0.0,2015
NORWICH,STOKE,1-1,16.0,4.0,0.0,0.0,5.0,1.0,0.0,0.0,2015
LEICESTER CITY,TOTTENHAM,1-1,7.0,1.0,0.0,0.0,14.0,4.0,0.0,0.0,2015
WEST HAM,BOURNEMOUTH,3-4,8.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,2015
CRYSTAL PALACE,ASTON VILLA,2-1,12.0,3.0,0.0,0.0,15.0,3.0,0.0,0.0,2015
WEST BROM,CHELSEA,2-3,9.0,2.0,0.0,0.0,12.0,1.0,0.0,1.0,2015
EVERTON,MAN CITY,0-2,5.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,2015
WATFORD,SOUTHAMPTON,0-0,10.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
ARSENAL,LIVERPOOL,0-0,2.0,1.0,0.0,0.0,13.0,4.0,0.0,0.0,2015
NEWCASTLE,ARSENAL,0-1,15.0,6.0,0.0,1.0,8.0,1.0,0.0,0.0,2015
ASTON VILLA,SUNDERLAND,2-2,10.0,2.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
LIVERPOOL,WEST HAM,0-3,17.0,4.0,1.0,0.0,12.0,2.0,0.0,1.0,2015
MAN CITY,WATFORD,2-0,9.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2015
STOKE,WEST BROM,0-1,4.0,1.0,0.0,2.0,9.0,4.0,0.0,0.0,2015
CHELSEA,CRYSTAL PALACE,1-2,9.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,2015
BOURNEMOUTH,LEICESTER CITY,1-1,9.0,2.0,0.0,0.0,19.0,4.0,0.0,0.0,2015
TOTTENHAM,EVERTON,0-0,20.0,4.0,0.0,0.0,9.0,1.0,0.0,0.0,2015
SOUTHAMPTON,NORWICH,3-0,4.0,0.0,0.0,0.0,12.0,1.0,1.0,0.0,2015
SWANSEA,MAN UTD,2-1,6.0,2.0,0.0,0.0,15.0,2.0,0.0,0.0,2015
EVERTON,CHELSEA,3-1,12.0,2.0,0.0,0.0,12.0,2.0,0.0,0.0,2015
ARSENAL,STOKE,2-0,6.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
WEST BROM,SOUTHAMPTON,0-0,5.0,1.0,0.0,0.0,5.0,0.0,0.0,0.0,2015
NORWICH,BOURNEMOUTH,3-1,10.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0,2015
CRYSTAL PALACE,MAN CITY,0-1,13.0,2.0,0.0,0.0,13.0,3.0,0.0,0.0,2015
WATFORD,SWANSEA,1-0,11.0,1.0,0.0,1.0,14.0,1.0,0.0,0.0,2015
MAN UTD,LIVERPOOL,3-1,6.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
SUNDERLAND,TOTTENHAM,0-1,11.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
LEICESTER CITY,ASTON VILLA,3-2,8.0,2.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
WEST HAM,NEWCASTLE,2-0,8.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
CHELSEA,ARSENAL,2-0,12.0,3.0,0.0,0.0,11.0,3.0,1.0,2.0,2015
ASTON VILLA,WEST BROM,0-1,10.0,2.0,0.0,0.0,11.0,3.0,0.0,0.0,2015
SWANSEA,EVERTON,0-0,12.0,2.0,0.0,0.0,11.0,2.0,0.0,1.0,2015
NEWCASTLE,WATFORD,1-2,8.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2015
STOKE,LEICESTER CITY,2-2,7.0,1.0,0.0,0.0,12.0,4.0,0.0,0.0,2015
BOURNEMOUTH,SUNDERLAND,2-0,14.0,2.0,0.0,0.0,15.0,5.0,1.0,0.0,2015
MAN CITY,WEST HAM,1-2,10.0,1.0,0.0,0.0,7.0,2.0,0.0,0.0,2015
TOTTENHAM,CRYSTAL PALACE,1-0,9.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
LIVERPOOL,NORWICH,1-1,4.0,1.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
SOUTHAMPTON,MAN UTD,2-3,6.0,2.0,0.0,0.0,13.0,0.0,0.0,0.0,2015
TOTTENHAM,MAN CITY,4-1,17.0,5.0,0.0,0.0,6.0,1.0,0.0,0.0,2015
LIVERPOOL,ASTON VILLA,3-2,8.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,2015
STOKE,BOURNEMOUTH,2-1,13.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,2015
MAN UTD,SUNDERLAND,3-0,12.0,0.0,0.0,0.0,17.0,3.0,0.0,0.0,2015
LEICESTER CITY,ARSENAL,2-5,9.0,1.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
WEST HAM,NORWICH,2-2,7.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,2015
SOUTHAMPTON,SWANSEA,3-1,18.0,3.0,0.0,0.0,14.0,1.0,0.0,0.0,2015
NEWCASTLE,CHELSEA,2-2,12.0,1.0,0.0,0.0,15.0,2.0,0.0,0.0,2015
WATFORD,CRYSTAL PALACE,0-1,17.0,4.0,0.0,0.0,22.0,4.0,0.0,0.0,2015
WEST BROM,EVERTON,2-3,9.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0,2015
CRYSTAL PALACE,WEST BROM,2-0,14.0,3.0,0.0,0.0,13.0,3.0,0.0,0.0,2015
SUNDERLAND,WEST HAM,2-2,14.0,3.0,1.0,0.0,11.0,4.0,0.0,0.0,2015
MAN CITY,NEWCASTLE,6-1,13.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,2015
NORWICH,LEICESTER CITY,1-2,4.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,2015
BOURNEMOUTH,WATFORD,1-1,8.0,1.0,0.0,0.0,13.0,1.0,0.0,0.0,2015
ASTON VILLA,STOKE,0-1,12.0,1.0,0.0,0.0,12.0,0.0,0.0,0.0,2015
CHELSEA,SOUTHAMPTON,1-3,14.0,2.0,0.0,0.0,14.0,5.0,0.0,0.0,2015
EVERTON,LIVERPOOL,1-1,10.0,3.0,0.0,0.0,19.0,3.0,0.0,0.0,2015
SWANSEA,TOTTENHAM,2-2,8.0,1.0,0.0,0.0,19.0,4.0,0.0,0.0,2015
ARSENAL,MAN UTD,3-0,8.0,1.0,0.0,0.0,17.0,3.0,0.0,0.0,2015
TOTTENHAM,LIVERPOOL,0-0,15.0,1.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
MAN CITY,BOURNEMOUTH,5-1,11.0,2.0,0.0,0.0,5.0,1.0,0.0,0.0,2015
CHELSEA,ASTON VILLA,2-0,22.0,1.0,0.0,0.0,17.0,3.0,0.0,0.0,2015
EVERTON,MAN UTD,0-3,12.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2015
WEST BROM,SUNDERLAND,1-0,12.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
SOUTHAMPTON,LEICESTER CITY,2-2,16.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,2015
CRYSTAL PALACE,WEST HAM,1-3,9.0,2.0,1.0,0.0,11.0,3.0,0.0,0.0,2015
WATFORD,ARSENAL,0-3,11.0,3.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
NEWCASTLE,NORWICH,6-2,10.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
SWANSEA,STOKE,0-1,6.0,2.0,0.0,0.0,14.0,2.0,0.0,0.0,2015
LEICESTER CITY,CRYSTAL PALACE,1-0,7.0,3.0,0.0,0.0,11.0,1.0,0.0,0.0,2015
WEST HAM,CHELSEA,2-1,10.0,1.0,0.0,0.0,12.0,6.0,1.0,0.0,2015
ASTON VILLA,SWANSEA,1-2,10.0,2.0,0.0,0.0,8.0,3.0,0.0,0.0,2015
STOKE,WATFORD,0-2,10.0,3.0,0.0,0.0,18.0,1.0,0.0,0.0,2015
NORWICH,WEST BROM,0-1,11.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,2015
ARSENAL,EVERTON,2-1,11.0,2.0,0.0,0.0,14.0,1.0,1.0,0.0,2015
SUNDERLAND,NEWCASTLE,3-0,12.0,0.0,0.0,0.0,10.0,2.0,0.0,1.0,2015
MAN UTD,MAN CITY,0-0,17.0,2.0,0.0,0.0,13.0,2.0,0.0,0.0,2015
BOURNEMOUTH,TOTTENHAM,1-5,8.0,0.0,0.0,0.0,15.0,1.0,0.0,0.0,2015
LIVERPOOL,SOUTHAMPTON,1-1,8.0,1.0,0.0,0.0,11.0,1.0,1.0,0.0,2015
CHELSEA,LIVERPOOL,1-3,9.0,1.0,0.0,0.0,21.0,4.0,0.0,0.0,2015
MAN CITY,NORWICH,2-1,4.0,2.0,0.0,0.0,13.0,2.0,0.0,1.0,2015
SWANSEA,ARSENAL,0-3,12.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
NEWCASTLE,STOKE,0-0,6.0,1.0,0.0,0.0,16.0,3.0,0.0,0.0,2015
WEST BROM,LEICESTER CITY,2-3,3.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
CRYSTAL PALACE,MAN UTD,0-0,12.0,3.0,0.0,0.0,15.0,3.0,0.0,0.0,2015
WATFORD,WEST HAM,2-0,16.0,3.0,0.0,0.0,12.0,0.0,0.0,1.0,2015
EVERTON,SUNDERLAND,6-2,6.0,3.0,0.0,0.0,5.0,2.0,0.0,0.0,2015
SOUTHAMPTON,BOURNEMOUTH,2-0,5.0,1.0,1.0,0.0,5.0,2.0,0.0,0.0,2015
TOTTENHAM,ASTON VILLA,3-1,6.0,0.0,0.0,0.0,15.0,3.0,0.0,0.0,2015
BOURNEMOUTH,NEWCASTLE,0-1,9.0,2.0,0.0,0.0,11.0,2.0,0.0,0.0,2015
MAN UTD,WEST BROM,2-0,11.0,1.0,0.0,0.0,10.0,3.0,0.0,1.0,2015
NORWICH,SWANSEA,1-0,12.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,2015
LEICESTER CITY,WATFORD,2-1,11.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
WEST HAM,EVERTON,1-1,11.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2015
SUNDERLAND,SOUTHAMPTON,0-1,10.0,1.0,0.0,0.0,11.0,3.0,0.0,0.0,2015
STOKE,CHELSEA,1-0,13.0,3.0,0.0,0.0,10.0,1.0,0.0,0.0,2015
ASTON VILLA,MAN CITY,0-0,7.0,1.0,0.0,0.0,7.0,1.0,0.0,0.0,2015
LIVERPOOL,CRYSTAL PALACE,1-2,7.0,1.0,0.0,0.0,6.0,2.0,0.0,0.0,2015
ARSENAL,TOTTENHAM,1-1,12.0,0.0,0.0,0.0,17.0,1.0,0.0,0.0,2015
WATFORD,MAN UTD,1-2,6.0,1.0,0.0,0.0,12.0,2.0,0.0,0.0,2015
SOUTHAMPTON,STOKE,0-1,8.0,2.0,0.0,0.0,8.0,0.0,0.0,0.0,2015
SWANSEA,BOURNEMOUTH,2-2,8.0,3.0,0.0,0.0,9.0,2.0,0.0,0.0,2015
NEWCASTLE,LEICESTER CITY,0-3,9.0,4.0,0.0,0.0,12.0,1.0,0.0,0.0,2015
CHELSEA,NORWICH,1-0,4.0,1.0,0.0,0.0,12.0,4.0,0.0,0.0,2015
